"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"1","10657713","104371967","NEW KANTAMANTO MARKET","Food Depot","266 EDDYSTONE AVE, Unit-0","43.74791","-79.52219","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2019-02-04","NA - Not Applicable","Notice to Comply","",""
"2","10657713","104371967","NEW KANTAMANTO MARKET","Food Depot","266 EDDYSTONE AVE, Unit-0","43.74791","-79.52219","Pass","2","FAIL TO PROVIDE REQUIRED ILLUMINATION DURING ALL HOURS OF OPERATION - SEC. 10","2019-02-04","M - Minor","Notice to Comply","",""
"3","10657713","104402775","NEW KANTAMANTO MARKET","Food Depot","266 EDDYSTONE AVE, Unit-0","43.74791","-79.52219","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2019-06-18","M - Minor","Notice to Comply","",""
"4","10657713","104620288","NEW KANTAMANTO MARKET","Food Depot","266 EDDYSTONE AVE, Unit-0","43.74791","-79.52219","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2019-12-04","M - Minor","Notice to Comply","",""
"5","9008018","104440140","'K' STORE","Food Store (Convenience/Variety)","99 CARLTON ST","43.66205","-79.37747","Pass","1","","2019-03-29","","","",""
"6","10510325","104596700","0109 Dessert + Chocolate","Restaurant","2190 MCNICOLL AVE, -109","43.81477","-79.29491","Pass","2","","2019-10-25","","","",""
"7","10500438","104420756","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ","2019-03-04","S - Significant","Notice to Comply","",""
"8","10500438","104420756","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Fail to protect against harbouring of pests - Sec. 13(1)","2019-03-04","S - Significant","Notice to Comply","",""
"9","10500438","104420756","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2019-03-04","M - Minor","Notice to Comply","",""
"10","10500438","104420756","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Fail to ensure storage shelves designed to protect against contamination - Sec. 31","2019-03-04","C - Crucial","Notice to Comply","",""
"11","10500438","104420756","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Fail to sanitize multi-service articles after use - Sec. 21(1)","2019-03-04","S - Significant","Notice to Comply","",""
"12","10500438","104420756","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-03-04","M - Minor","Notice to Comply","",""
"13","10500438","104421147","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","","2019-03-08","","","",""
"14","10500438","104595701","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2019-10-24","M - Minor","Notice to Comply","",""
"15","10500438","104595701","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2019-10-24","NA - Not Applicable","Notice to Comply","",""
"16","10500438","104595701","1 PLUS 1 PIZZA","Food Take Out","361 OAKWOOD AVE","43.68725","-79.43842","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-10-24","M - Minor","Notice to Comply","",""
"17","10325728","104477798","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"18","10325728","104540691","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-08-14","M - Minor","Notice to Comply","",""
"19","10325728","104540691","1-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2019-08-14","M - Minor","Notice to Comply","",""
"20","10556602","104449540","100% Korean","Food Take Out","4779 STEELES AVE E","43.82529","-79.29867","Pass","2","","2019-04-11","","","",""
"21","10556602","104624672","100% Korean","Food Take Out","4779 STEELES AVE E","43.82529","-79.29867","Pass","2","","2019-12-11","","","",""
"22","10588973","104410305","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","","2019-03-11","","","",""
"23","10588973","104449926","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","","2019-04-12","","","",""
"24","10588973","104602617","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2019-11-14","S - Significant","Corrected During Inspection","",""
"25","10356847","104482050","1000 VARIETY","Food Store (Convenience/Variety)","1000 PAPE AVE","43.68829","-79.34863","Pass","1","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2019-05-28","M - Minor","Notice to Comply","",""
"26","10682883","104542909","103 - JANE DOUGH","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE WEARS CLEAN OUTER GARMENTS - SEC. 33(1)(C) ","2019-08-14","M - Minor","Corrected During Inspection","",""
"27","10365046","104477801","106 - BALL PARKS FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"28","10365046","104540693","106 - BALL PARKS FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2019-08-14","M - Minor","Notice to Comply","",""
"29","10334786","104457170","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-04-24","","","",""
"30","10334786","104540694","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"31","10441981","104433748","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2019-03-21","","","",""
"32","10441981","104515671","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2019-07-09","","","",""
"33","10441981","104568713","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2019-09-19","","","",""
"34","10431055","104477807","112-GARRISON CREEK FLAT GRILL","Hot Dog Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"35","10431055","104540702","112-GARRISON CREEK FLAT GRILL","Hot Dog Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"36","10300086","104477825","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"37","10531049","104477839","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2019-05-23","","","",""
"38","10417459","104477832","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"39","10417459","104540718","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"40","10334795","104477837","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"41","10334795","104540721","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"42","10535140","104477841","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"43","10535140","104540722","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"44","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","OPERATE FOOD PREMISE - FAIL TO KEEP SANITARY FACILITY SANITARY - SEC. 25(2)","2019-03-28","S - Significant","Corrected During Inspection","",""
"45","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2019-03-28","M - Minor","Notice to Comply","",""
"46","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2019-03-28","S - Significant","Corrected During Inspection","",""
"47","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ","2019-03-28","S - Significant","Corrected During Inspection","",""
"48","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","Fail to Produce Valid Food Handlers Certificate              - Sec. 545-157E(17)(c) ","2019-03-28","NA - Not Applicable","Notice to Comply","",""
"49","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2019-03-28","M - Minor","Notice to Comply","",""
"50","10589964","104439682","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-03-28","M - Minor","Notice to Comply","",""
"51","10589964","104519429","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","Fail to Produce Most Recent Food Safety Inspection Report(s) - Sec. 545-157(E)(5)","2019-08-15","NA - Not Applicable","Notice to Comply","",""
"52","10589964","104519429","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2019-08-15","M - Minor","Notice to Comply","",""
"53","10300071","104477858","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"54","10300071","104540723","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"55","10445478","104477877","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"56","10445478","104540725","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"57","10334585","104457172","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2019-04-24","M - Minor","Notice to Comply","",""
"58","10334585","104540729","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"59","10349216","104477884","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"60","10349216","104540730","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"61","10566372","104477895","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-05-23","M - Minor","Notice to Comply","",""
"62","10566372","104540737","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"63","10494074","104477898","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"64","10494074","104540738","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"65","10649330","104477903","137 - DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-05-23","","","",""
"66","10649330","104540740","137 - DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2019-08-14","","","",""
"67","9348578","104454628","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-04-18","M - Minor","Notice to Comply","",""
"68","9348578","104454628","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","USE FOOD EQUIPMENT NOT OF READILY CLEANABLE MATERIAL - SEC.  8(1)(C)  ","2019-04-18","S - Significant","Corrected During Inspection","",""
"69","9348578","104550039","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2019-08-23","","","",""
"70","9348578","104628699","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2019-12-19","","","",""
"71","9013060","104441291","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2019-04-01","S - Significant","Notice to Comply","",""
"72","9013060","104441335","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-04-04","M - Minor","Notice to Comply","",""
"73","9013060","104512887","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2019-07-04","NA - Not Applicable","Notice to Comply","",""
"74","9013060","104602004","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2019-11-04","S - Significant","Notice to Comply","",""
"75","9013060","104602031","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2019-11-14","","","",""
"76","10553551","104494973","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-06-11","M - Minor","Notice to Comply","",""
"77","10553551","104622028","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","","2019-12-12","","","",""
"78","10629287","104413969","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2019-02-20","M - Minor","Notice to Comply","",""
"79","10629287","104512335","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-07-10","M - Minor","Notice to Comply","",""
"80","10629287","104512335","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Food premise not maintained with smooth floor surface where food handled - Sec. 7(1)(c)(i) ","2019-07-10","M - Minor","Notice to Comply","",""
"81","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Fail to collect waste when necessary to maintain sanitary condition - Sec. 12","2019-12-06","S - Significant","Notice to Comply","",""
"82","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FAIL TO MAINTAIN SANITARY FACILITY IN ACCORDANCE WITH BUILDING CODE CONSTRUCTION REQUIREMENTS - SEC.  25(1)  ","2019-12-06","M - Minor","Notice to Comply","",""
"83","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2019-12-06","M - Minor","Notice to Comply","",""
"84","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2019-12-06","M - Minor","Notice to Comply","",""
"85","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FAIL TO ENSURE FACILITY SURFACE CLEANED AS NECESSARY - SEC. 22","2019-12-06","S - Significant","Notice to Comply","",""
"86","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Operate food premise - equipment not arranged to permit maintenance in sanitary condition - Sec. 9","2019-12-06","M - Minor","Notice to Comply","",""
"87","10629287","104621488","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Fail to protect against breeding of pests - Sec. 13(1)","2019-12-06","S - Significant","Notice to Comply","",""
"88","10629287","104622022","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","","2019-12-10","","","",""
"89","10569465","104453447","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)","2019-04-17","C - Crucial","Notice to Comply","",""
"90","10569465","104453447","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to protect food from contamination or adulteration - Sec. 26(1) ","2019-04-17","C - Crucial","Notice to Comply","",""
"91","10569465","104453447","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","USE UTENSILS NOT IN GOOD REPAIR - SEC. 8(1)(B) ","2019-04-17","S - Significant","Notice to Comply","",""
"92","10569465","104453717","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","","2019-04-18","","","",""
"93","10569465","104537599","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operate food premise - mechanical equipment not constructed to maintain wash water between 60 C and 71 C - Sec. 20(1)(a)(i) ","2019-08-07","S - Significant","Notice to Comply","",""
"94","10569465","104537599","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","OPERATE FOOD PREMISE - FAIL TO PROVIDE MECHANICAL EQUIPMENT WITH WASH WATER TEMPERATURE THERMOMETER - SEC. 20(1)(B)  ","2019-08-07","S - Significant","Notice to Comply","",""
"95","10569465","104537603","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","","2019-08-09","","","",""
"96","10569465","104620770","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to protect food from contamination or adulteration - Sec. 26(1) ","2019-12-05","C - Crucial","Notice to Comply","",""
"97","10569465","104620770","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to protect against harbouring of pests - Sec. 13(1)","2019-12-05","S - Significant","Notice to Comply","",""
"98","10569465","104620770","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2019-12-05","M - Minor","Notice to Comply","",""
"99","10569465","104621135","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","","2019-12-10","","","",""
"100","10447525","104495401","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","Fail to Produce Most Recent Food Safety Inspection Report(s) - Sec. 545-157(E)(5)","2019-06-12","NA - Not Applicable","Notice to Comply","",""
"101","10318628","104599638","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2019-11-01","","","",""
"102","10495816","104478106","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2019-05-15","","","",""
"103","10495816","104606635","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2019-11-12","","","",""
"104","10487649","104436635","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Operate food premise - equipment not arranged to permit cleaning - Sec. 9","2019-03-25","M - Minor","Notice to Comply","",""
"105","10487649","104436635","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-03-25","M - Minor","Notice to Comply","",""
"106","10487649","104436635","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2019-03-25","M - Minor","Notice to Comply","",""
"107","10487649","104436635","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2019-03-25","M - Minor","Notice to Comply","",""
"108","10487649","104436635","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2019-03-25","M - Minor","Notice to Comply","",""
"109","10487649","104556609","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","","2019-09-03","","","",""
"110","9000031","104430013","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2019-03-15","","","",""
"111","9000031","104601702","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2019-11-18","","","",""
"112","9000046","104496975","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-06-13","M - Minor","Notice to Comply","",""
"113","9000046","104625136","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-12-12","M - Minor","Notice to Comply","",""
"114","9016832","104507126","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2019-06-28","","","",""
"115","9016832","104589333","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2019-10-15","","","",""
"116","9043776","104433199","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-03-20","M - Minor","Notice to Comply","",""
"117","9043776","104433199","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ","2019-03-20","S - Significant","Corrected During Inspection","",""
"118","9043776","104588854","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2019-10-15","","","",""
"119","10284603","104508423","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2019-06-27","","","",""
"120","10284603","104620351","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","USE EQUIPMENT NOT FREE FROM CRACKS IN CONTACT WITH FOOD - SEC.  8(2)(B)  ","2019-12-04","S - Significant","Corrected During Inspection","",""
"121","10349645","104419596","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-03-01","M - Minor","Notice to Comply","",""
"122","10349645","104419596","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2019-03-01","NA - Not Applicable","Notice to Comply","",""
"123","10349645","104602949","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2019-11-07","M - Minor","Notice to Comply","",""
"124","10294608","104384687","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","","2019-01-08","","","",""
"125","10294608","104519134","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2019-07-15","M - Minor","Corrected During Inspection","",""
"126","10294608","104519134","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2019-07-15","M - Minor","Notice to Comply","",""
