""Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"5369","10473110","104990655","CITY BISTRO","Food Take Out","1900 VICTORIA PARK AVE","43.74428","-79.31143","Pass","2","Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32","2022-06-22","NA - Not Applicable","Notice to Comply","",""
"5370","10360137","105055546","CITY CENTRE CONVENIENCE","Food Store (Convenience/Variety)","5 PARK HOME AVE","43.76856","-79.41477","Pass","1","","2022-10-14","","","",""
"5371","10396998","105076382","CITY CONVENIENCE","Food Store (Convenience/Variety)","111 CHESTNUT ST","43.65484","-79.38558","Pass","1","","2022-11-21","","","",""
"5372","10765655","105051932","CITY COTTAGE MARKET","Food Store (Convenience/Variety)","1427 KINGSTON RD","43.68724","-79.27138","Pass","2","","2022-10-06","","","",""
"5373","9003063","104994300","CITY FISH MARKET","Fish Shop","2929 DUFFERIN ST, Unit-2","43.70914","-79.45334","Pass","2","Store ice in unsanitary manner - Sec.  26(5) ","2022-06-22","C - Crucial","Notice to Comply","",""
"5374","9003063","104994300","CITY FISH MARKET","Fish Shop","2929 DUFFERIN ST, Unit-2","43.70914","-79.45334","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-06-22","S - Significant","Notice to Comply","",""
"5375","9003063","104994300","CITY FISH MARKET","Fish Shop","2929 DUFFERIN ST, Unit-2","43.70914","-79.45334","Pass","2","Fail to protect food from contamination or adulteration - Sec. 26(1) ","2022-06-22","C - Crucial","Notice to Comply","",""
"5376","9003063","104994300","CITY FISH MARKET","Fish Shop","2929 DUFFERIN ST, Unit-2","43.70914","-79.45334","Pass","2","Fail to sanitize multi-service articles after use - Sec. 21(1)","2022-06-22","S - Significant","Notice to Comply","",""
"5377","9003063","104994760","CITY FISH MARKET","Fish Shop","2929 DUFFERIN ST, Unit-2","43.70914","-79.45334","Pass","2","","2022-06-23","","","",""
"5378","10715508","105047111","CITY FRIED CHICKEN","Restaurant","2655 LAWRENCE AVE E, B1","43.7512","-79.26283","Pass","3","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-09-28","S - Significant","Corrected During Inspection","",""
"5379","10715508","105047111","CITY FRIED CHICKEN","Restaurant","2655 LAWRENCE AVE E, B1","43.7512","-79.26283","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-09-28","M - Minor","Notice to Comply","",""
"5380","10287018","105017382","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","","2022-08-04","","","",""
"5381","10287018","105054553","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","Refrigerate potentially hazardous foods at internal temperature above 4 C - Sec. 30(a)","2022-10-12","C - Crucial","Notice to Comply","",""
"5382","10287018","105054553","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","Food premise maintained in manner to permit contamination of single-service containers - Sec. 7(1)(h)  ","2022-10-12","C - Crucial","Notice to Comply","",""
"5383","10287018","105054553","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2022-10-12","M - Minor","Notice to Comply","",""
"5384","10287018","105054553","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","Fail to protect against harbouring of pests - Sec. 13(1)","2022-10-12","S - Significant","Notice to Comply","",""
"5385","10287018","105054553","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-10-12","M - Minor","Notice to Comply","",""
"5386","10287018","105054554","CITY FRIED CHICKEN & PIZZA","Restaurant","990 DANFORTH AVE","43.6806","-79.33756","Pass","2","","2022-10-14","","","",""
"5387","9391113","104981296","CITY KIDS CHILD CARE CENTRE","Child Care - Catered","34 BATHURST ST","43.64125","-79.40198","Pass","3","","2022-05-31","","","",""
"5388","10669090","104933575","CITY SOUTH PIZZA","Restaurant","106 HUMBER COLLEGE BLVD, Unit-11","43.7312","-79.60061","Pass","2","Operate food premise - equipment not arranged to permit maintenance in sanitary condition - Sec. 9","2022-01-28","M - Minor","Notice to Comply","",""
"5389","10747188","104931413","CITY SOUTH PIZZA","Food Take Out","1780 MARKHAM RD, Unit-D1","43.79467","-79.24078","Pass","2","","2022-01-20","","","",""
"5390","10756070","104988126","CITY SOUTH PIZZA","Food Take Out","3005 ISLINGTON AVE, Unit-2","43.75945","-79.57097","Pass","2","","2022-06-10","","","",""
"5391","10460588","105038345","CITY TOBACCO & SHOE REPAIR","Food Store (Convenience/Variety)","18 KING ST E","43.64945","-79.37709","Pass","1","","2022-09-13","","","",""
"5392","10359266","104939409","CITY WOK KITCHEN","Food Court Vendor","222 SPADINA AVE","43.65141","-79.39758","Pass","2","","2022-02-16","","","",""
"5393","10573191","105047084","CIVIL LIBERTIES","Restaurant","878 BLOOR ST W","43.66219","-79.42518","Pass","2","","2022-09-28","","","",""
"5394","10385170","104933147","CJ LUNCH BOX","Restaurant","409 RICHMOND ST W","43.64787","-79.39574","Pass","2","","2022-01-27","","","",""
"5395","10385170","105043738","CJ LUNCH BOX","Restaurant","409 RICHMOND ST W","43.64787","-79.39574","Pass","2","","2022-09-22","","","",""
"5396","10603357","104948766","CJ ROLL LIMITED","Food Processing Plant","9 MILVAN DR, Unit-7A","43.75125","-79.55202","Pass","2","","2022-03-21","","","",""
"5397","9031951","104951390","CLAIREPORT PLACE BANQUET & CONVENTION CENTRE","Banquet Facility","65 CLAIREPORT CRES","43.7461","-79.63127","Pass","3","","2022-08-18","","","",""
"5398","10770642","105090651","CLAIREVILLE JUNIOR SCHOOL","Student Nutrition Site","350 SILVERSTONE DR","43.74785","-79.59823","Pass","2","","2022-12-20","","","",""
"5399","10669534","105035241","CLANDESTINA","Restaurant","2107 YONGE ST","43.70325","-79.39737","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2022-09-07","M - Minor","Notice to Comply","",""
"5400","10753665","104971992","CLANDESTINA MEXICAN GRILL & BAR","Restaurant","2897 DUNDAS ST W","43.66528","-79.46608","Pass","2","Operate food premise - fail to keep sanitary facility in good repair - Sec. 25(2)","2022-05-12","M - Minor","Notice to Comply","",""
"5401","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","Use food equipment not in good repair - Sec.  8(1)(b)  ","2022-09-23","S - Significant","Notice to Comply","",""
"5402","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","Handwashing stations not conveniently accessible by food handlers - Sec. 7(3)(c)   ","2022-09-23","S - Significant","Notice to Comply","",""
"5403","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ","2022-09-23","S - Significant","Notice to Comply","",""
"5404","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-09-23","M - Minor","Notice to Comply","",""
"5405","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-09-23","M - Minor","Notice to Comply","",""
"5406","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)","2022-09-23","C - Crucial","Notice to Comply","",""
"5407","10676457","105044724","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","Fail to protect food from contamination or adulteration - Sec. 26(1) ","2022-09-23","C - Crucial","Notice to Comply","",""
"5408","10676457","105044798","CLANDESTINO WINE BAR","Restaurant","1592 QUEEN ST W","43.63971","-79.44119","Pass","3","","2022-09-30","","","",""
"5409","10522015","105073503","CLARA'S TEA","Food Store (Convenience/Variety)","384 YONGE ST","43.65931","-79.38256","Pass","1","","2022-11-15","","","",""
"5410","10574798","104971873","CLASS RESTO LOUNGE","Restaurant","1111 BARMAC DR","43.76662","-79.5539","Pass","2","","2022-05-12","","","",""
"5411","10621652","104816573","CLASSIC FARE CATERING @ SUNNYBROOK","Food Caterer","2075 BAYVIEW AVE, Unit-H Wing","43.7215","-79.37885","Pass","2","USE FOOD EQUIPMENT NOT OF READILY CLEANABLE FORM - SEC.  8(1)(C)  ","2022-07-29","S - Significant","Corrected During Inspection","",""
"5412","10761838","105026230","CLASSIC ITALIAN STYLE PIZZA - PRINCES SOUTH - CNE 2022","Food Take Out","100 PRINCES BLVD","43.63501","-79.41119","Pass","2","","2022-08-19","","","",""
"5413","10639582","105057493","CLASSIC JUICE COMPANY","Food Take Out","287 COXWELL AVE","43.67388","-79.31942","Pass","2","","2022-10-18","","","",""
"5414","10724164","105006509","CLAUDIA'S COFFEE","Restaurant","3079 DUNDAS ST W","43.66537","-79.47225","Pass","2","","2022-07-15","","","",""
"5415","10724164","105008616","CLAUDIA'S COFFEE","Restaurant","3079 DUNDAS ST W","43.66537","-79.47225","Pass","2","","2022-07-19","","","",""
"5416","10639281","105076579","CLAY RESTAURANT","Restaurant","111 QUEEN'S PARK, Flr-3","43.6679","-79.39352","Pass","2","","2022-11-21","","","",""
"5417","10561634","104931909","CLEARVIEW CHILDCARE CENTRE","Child Care - Food Preparation","1300 DON MILLS RD","43.74542","-79.34669","Pass","3","","2022-01-24","","","",""
"5418","10438455","105028832","CLEESE CATERING","Food Caterer","11 CARLAW AVE, Unit-14","43.6559","-79.3371","Pass","3","","2022-08-24","","","",""
"5419","10399492","104909612","CLIFFSIDE HEARTH BREAD COMPANY","Bakery","3047 KINGSTON RD","43.72599","-79.23047","Pass","2","","2022-04-27","","","",""
"5420","10685828","105088730","CLIFFSIDE MILK","Food Store (Convenience/Variety)","2369 KINGSTON RD","43.7077","-79.25005","Pass","1","Fail to protect against entry of pests - Sec. 13(1)","2022-12-15","M - Minor","Notice to Comply","",""
"5421","9003108","104929218","CLIFFWOOD COMMUNITY CHILD CARE","Child Care - Catered","140 CLIFFWOOD RD","43.8063","-79.36007","Pass","2","","2022-01-13","","","",""
"5422","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","Fail to protect against entry of pests - Sec. 13(1)","2022-11-16","M - Minor","Notice to Comply","",""
"5423","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-11-16","M - Minor","Notice to Comply","",""
"5424","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ","2022-11-16","S - Significant","Corrected During Inspection","",""
"5425","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-11-16","S - Significant","Corrected During Inspection","",""
"5426","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","Food premise not maintained to permit sanitary maintenance of ceilings - Sec. 7(1)(d) ","2022-11-16","M - Minor","Notice to Comply","",""
"5427","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2022-11-16","M - Minor","Notice to Comply","",""
"5428","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-11-16","M - Minor","Notice to Comply","",""
"5429","9050863","105074603","CLINTON'S","Restaurant","693 BLOOR ST W","43.66371","-79.41733","Pass","3","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2022-11-16","S - Significant","Corrected During Inspection","",""
"5430","10758311","105003643","CLOSE OUT KING","Food Depot","1255 THE QUEENSWAY, Unit-10","43.62135","-79.52439","Pass","1","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-07-11","M - Minor","Notice to Comply","",""
"5431","10457920","105033259","CLP Seafood Inc.","Food Depot","1889 ALBION RD","43.74484","-79.61606","Pass","1","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-09-02","S - Significant","Corrected During Inspection","",""
"5432","10457920","105033259","CLP Seafood Inc.","Food Depot","1889 ALBION RD","43.74484","-79.61606","Pass","1","OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ","2022-09-02","S - Significant","Corrected During Inspection","",""
"5433","10457920","105033259","CLP Seafood Inc.","Food Depot","1889 ALBION RD","43.74484","-79.61606","Pass","1","FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ","2022-09-02","S - Significant","Corrected During Inspection","",""
"5434","10398435","105016736","CLUB COFFEE L.P.","Food Processing Plant","65 CARRIER DR","43.73762","-79.60946","Pass","2","","2022-08-04","","","",""
"5435","10764991","105047147","CLUB HISPANO","Private Club","827 RUNNYMEDE RD","43.66983","-79.48305","Pass","2","","2022-09-28","","","",""
"5436","10581761","104938519","CLUB LEVEL LOUNGE - SHERATON HOTEL","Cocktail Bar / Beverage Room","123 QUEEN ST W","43.65126","-79.38437","Pass","2","","2022-02-14","","","",""
"5437","10581761","105083966","CLUB LEVEL LOUNGE - SHERATON HOTEL","Cocktail Bar / Beverage Room","123 QUEEN ST W","43.65126","-79.38437","Pass","2","","2022-12-06","","","",""
"5438","9003132","105006430","CLUB PARADISE","Restaurant","1313 BLOOR ST W","43.65805","-79.44381","Pass","2","","2022-10-27","","","",""
"5439","10568026","104988373","CLUBHOUSE EVENTSPACE","Restaurant","195 GALAXY BLVD","43.67769","-79.58339","Pass","3","","2022-06-14","","","",""
"5440","10737595","104976537","CLUCK  CLUCKS","Food Take Out","41 LEBOVIC AVE, Bldg-112","43.72308","-79.2893","Pass","2","","2022-05-20","","","",""
"5441","10547208","104945133","CLUCK CLUCK'S","Restaurant","222 THE ESPLANADE","43.64944","-79.36544","Pass","2","OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH TOILET PAPER - SEC. 25(3)(B)  ","2022-03-07","S - Significant","Corrected During Inspection","",""
"5442","10547208","104945133","CLUCK CLUCK'S","Restaurant","222 THE ESPLANADE","43.64944","-79.36544","Pass","2","FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ","2022-03-07","S - Significant","Corrected During Inspection","",""
"5443","10547208","105069944","CLUCK CLUCK'S","Restaurant","222 THE ESPLANADE","43.64944","-79.36544","Pass","2","","2022-11-08","","","",""
"5444","10502461","104953288","CLUNY","Restaurant","35 TANK HOUSE LANE","43.65059","-79.3579","Pass","3","","2022-03-30","","","",""
"5445","10769119","105079647","CLUTCH MARKET","Food Store (Convenience/Variety)","25 THE ESPLANADE","43.64624","-79.37524","Pass","1","","2022-11-25","","","",""
"5446","10208537","104967679","CMP WHOLESALE MEAT","Butcher Shop","2255 ST CLAIR AVE W","43.67015","-79.47679","Pass","1","","2022-05-05","","","",""
"5447","10683787","105024493","CNE BEACH BAR - HPN CNE 2019","Food Take Out","100 PRINCES BLVD, Unit-CNE 2022","43.63501","-79.41119","Pass","1","","2022-08-19","","","",""
"5448","10683777","105024544","CNE CRAFT TAPS - HPS - CNE 2019","Food Take Out","100 PRINCES BLVD, Unit-CNE 2022","43.63501","-79.41119","Pass","1","","2022-08-19","","","",""
"5449","10646490","105061217","COAST CAFE BAR","Restaurant","23 ST JOHNS RD","43.66522","-79.47415","Pass","2","","2022-10-25","","","",""
"5450","10766087","105055134","COAST TO COAST SEAFOOD","Food Depot","1220 DAVENPORT RD","43.67464","-79.43366","Pass","1","","2022-10-13","","","",""
"5451","10765015","105047416","COASTAL BAY FOODS LTD","Fish Shop","111 MARTIN ROSS AVE, Unit-8","43.77269","-79.47751","Pass","2","","2022-09-28","","","",""
"5452","10750385","104950906","COB'S BAKERY","Bakery","171 EAST LIBERTY ST, Unit-147","43.63829","-79.41948","Pass","2","","2022-03-24","","","",""
"5453","10750385","105089227","COB'S BAKERY","Bakery","171 EAST LIBERTY ST, Unit-147","43.63829","-79.41948","Pass","2","","2022-12-16","","","",""
"5454","10416403","104951616","COBB'S BREAD","Food Store (Convenience/Variety)","2204 BLOOR ST W","43.65149","-79.47573","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ","2022-03-25","M - Minor","Notice to Comply","",""
"5455","10416403","104951616","COBB'S BREAD","Food Store (Convenience/Variety)","2204 BLOOR ST W","43.65149","-79.47573","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-03-25","M - Minor","Notice to Comply","",""
"5456","10564715","104957394","COBBLESTONE FOODS","Food Caterer","756 GORDON BAKER RD","43.80984","-79.34263","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-04-11","M - Minor","Notice to Comply","",""
"5457","10564715","104957394","COBBLESTONE FOODS","Food Caterer","756 GORDON BAKER RD","43.80984","-79.34263","Pass","2","Fail to protect against harbouring of pests - Sec. 13(1)","2022-04-11","S - Significant","Notice to Comply","",""
"5458","10564715","104957514","COBBLESTONE FOODS","Food Caterer","756 GORDON BAKER RD","43.80984","-79.34263","Pass","2","","2022-04-21","","","",""
"5459","10378336","105030875","COBS BREAD","Bakery","1539 BAYVIEW AVE","43.70501","-79.37466","Pass","2","","2022-08-29","","","",""
"5460","10442603","105074925","COBS BREAD","Bakery","370 BLOOR ST W","43.66628","-79.40599","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-11-17","M - Minor","Notice to Comply","",""
"5461","10509295","105012414","COBS BREAD","Bakery","1975 QUEEN ST E","43.6698","-79.30058","Pass","2","","2022-07-26","","","",""
"5462","10550966","104984249","COBS BREAD","Bake Shop","156 DANFORTH AVE","43.6767","-79.35751","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-06-03","M - Minor","Notice to Comply","",""
"5463","10550966","104984249","COBS BREAD","Bake Shop","156 DANFORTH AVE","43.6767","-79.35751","Pass","2","FAIL TO REMOVE GARBAGE WHEN NECESSARY TO MAINTAIN SANITARY CONDITION - SEC. 12","2022-06-03","S - Significant","Corrected During Inspection","",""
"5464","10722967","104995915","COBS BREAD","Bake Shop","270 THE KINGSWAY","43.66271","-79.51955","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-06-23","M - Minor","Notice to Comply","",""
"5465","10722967","105020236","COBS BREAD","Bake Shop","270 THE KINGSWAY","43.66271","-79.51955","Pass","2","","2022-08-10","","","",""
"5466","10735513","104937195","COBS BREAD","Bakery","125 THE QUEENSWAY, Unit-2B","43.63058","-79.48227","Pass","2","","2022-02-09","","","",""
"5467","10737638","105068829","COBS BREAD","Bakery","4525 KINGSTON RD","43.77053","-79.18403","Pass","2","","2022-11-07","","","",""
"5468","10767267","105064681","COBS BREAD","Bakery","1969 YONGE ST","43.69986","-79.39669","Pass","2","","2022-10-31","","","",""
"5469","10749670","104946477","COCHIN DELIGHTS","Food Take Out","1850 ELLESMERE RD","43.7743","-79.24294","Pass","2","","2022-03-10","","","",""
"5470","10749670","105020946","COCHIN DELIGHTS","Food Take Out","1850 ELLESMERE RD","43.7743","-79.24294","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-08-11","M - Minor","Notice to Comply","",""
"5471","10554443","105016400","COCK-A-DOODLE-DOO BAKESHOP","Bakery","830 BLOOR ST W","43.66256","-79.42353","Pass","2","","2022-08-03","","","",""
"5472","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","Fail to protect against entry of pests - Sec. 13(1)","2022-10-13","M - Minor","Notice to Comply","",""
"5473","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-10-13","M - Minor","Notice to Comply","",""
"5474","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-10-13","S - Significant","Corrected During Inspection","",""
"5475","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32","2022-10-13","NA - Not Applicable","Notice to Comply","",""
"5476","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2022-10-13","M - Minor","Notice to Comply","",""
"5477","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-10-13","M - Minor","Notice to Comply","",""
"5478","10353975","105054997","COCKTAIL BAR","Restaurant","923 DUNDAS ST W","43.65081","-79.41338","Pass","3","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO APPLY RINSE WATER 10 SECONDS PER CYCLE - SEC. 20(1)(A)(II)(A) ","2022-10-13","S - Significant","Corrected During Inspection","",""
"5479","10694984","104982502","COCO","Restaurant","890 DON MILLS RD","43.72551","-79.34155","Pass","1","","2022-06-01","","","",""
"5480","10747503","104933361","COCO","Restaurant","3180 LAKE SHORE BLVD W, Bldg-6","43.59813","-79.51874","Pass","2","","2022-01-27","","","",""
"5481","10747503","105044811","COCO","Restaurant","3180 LAKE SHORE BLVD W, Bldg-6","43.59813","-79.51874","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-11-15","M - Minor","Notice to Comply","",""
"5482","10747503","105044811","COCO","Restaurant","3180 LAKE SHORE BLVD W, Bldg-6","43.59813","-79.51874","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-11-15","M - Minor","Notice to Comply","",""
"5483","10747503","105044811","COCO","Restaurant","3180 LAKE SHORE BLVD W, Bldg-6","43.59813","-79.51874","Pass","2","Operate food premise - appliances not constructed to permit maintenance in sanitary condition - Sec. 9","2022-11-15","M - Minor","Notice to Comply","",""
"5484","10747503","105044811","COCO","Restaurant","3180 LAKE SHORE BLVD W, Bldg-6","43.59813","-79.51874","Pass","2","Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32","2022-11-15","NA - Not Applicable","Notice to Comply","",""
"5485","10751032","104954993","COCO","Food Take Out","41 LEBOVIC AVE, Unit-00","43.72308","-79.2893","Pass","2","","2022-04-04","","","",""
"5486","10758917","105007471","COCO","Food Take Out","808 YORK MILLS RD, Unit-31","43.75364","-79.35785","Pass","2","Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32","2022-07-18","NA - Not Applicable","Notice to Comply","",""
"5487","10768414","105073295","COCO","Restaurant","25 THE WEST MALL, Dept-Z3027","43.61265","-79.55597","Pass","2","","2022-11-15","","","",""
"5488","10589485","105066081","COCO ESPRESSO BAR","Restaurant","29 BELLAIR ST","43.67102","-79.39096","Pass","2","","2022-11-02","","","",""
"5489","10589485","105083607","COCO ESPRESSO BAR","Restaurant","29 BELLAIR ST","43.67102","-79.39096","Pass","2","","2022-12-05","","","",""
"5490","10710481","104977635","COCO FRESH JUICE & TEA","Restaurant","4205 KEELE ST, Unit-12","43.77362","-79.49214","Pass","1","OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SOAP OR DETERGENT - SEC. 24(3)(D)  ","2022-05-24","S - Significant","Corrected During Inspection","",""
"5491","10555761","105063755","COCO FRESH TEA & JUICE","Restaurant","648 YONGE ST","43.6668","-79.38555","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-10-28","M - Minor","Notice to Comply","",""
"5492","10594230","105006475","COCO FRESH TEA & JUICE","Restaurant","371 SPADINA AVE","43.65581","-79.39906","Pass","2","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2022-07-15","S - Significant","Corrected During Inspection","",""
"5493","10594230","105006475","COCO FRESH TEA & JUICE","Restaurant","371 SPADINA AVE","43.65581","-79.39906","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-07-15","M - Minor","Notice to Comply","",""
"5494","10594230","105006475","COCO FRESH TEA & JUICE","Restaurant","371 SPADINA AVE","43.65581","-79.39906","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-07-15","S - Significant","Corrected During Inspection","",""
"5495","10594230","105006475","COCO FRESH TEA & JUICE","Restaurant","371 SPADINA AVE","43.65581","-79.39906","Pass","2","Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32","2022-07-15","NA - Not Applicable","Notice to Comply","",""
