""Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"20","10588973","105026969","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","FAIL TO PROVIDE THERMOMETER IN REFRIGERATION EQUIPMENT - SEC. 30(B)    ","2022-08-22","S - Significant","Corrected During Inspection","",""
"21","10588973","105034955","100% SALVADORENO","Restaurant","612 TRETHEWEY DR","43.69724","-79.4942","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-09-07","M - Minor","Notice to Comply","",""
"22","10356847","105022112","1000 VARIETY","Food Store (Convenience/Variety)","1000 PAPE AVE","43.68829","-79.34863","Pass","1","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-08-12","M - Minor","Notice to Comply","",""
"23","10764483","105043452","10168734 CANADA INC.","Food Processing Plant","50 WEYBRIGHT CRT, Unit-40","43.78145","-79.27913","Pass","3","Fail to ensure equipment surface cleaned as necessary - Sec. 22","2022-09-13","S - Significant","Notice to Comply","",""
"24","10764483","105043452","10168734 CANADA INC.","Food Processing Plant","50 WEYBRIGHT CRT, Unit-40","43.78145","-79.27913","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-09-13","M - Minor","Notice to Comply","",""
"25","10764483","105043452","10168734 CANADA INC.","Food Processing Plant","50 WEYBRIGHT CRT, Unit-40","43.78145","-79.27913","Pass","3","Use handwashing station other than for handwashing of employees - Sec. 7(4)","2022-09-13","S - Significant","Notice to Comply","",""
"26","10764483","105043458","10168734 CANADA INC.","Food Processing Plant","50 WEYBRIGHT CRT, Unit-40","43.78145","-79.27913","Pass","3","","2022-09-23","","","",""
"27","10682883","104991711","103 - JANE DOUGH","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"28","10365046","104991829","106 - BALL PARKS FAVOURITES","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"29","10334786","104991594","109 - RIGHT FIELD MARKET","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"30","10715579","105080781","10XTO","Food Take Out","107 PRINCES BLVD","43.63375","-79.41207","Pass","2","","2022-12-01","","","",""
"31","10441981","105035776","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-09-08","M - Minor","Corrected During Inspection","",""
"32","10756588","104991807","111 - OLDE SPADINA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"33","10756574","104991728","115 - FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"34","10300086","104992275","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-17","","","",""
"35","10531049","104991599","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2022-06-16","","","",""
"36","10334795","104991879","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"37","10535140","104991881","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"38","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","Fail to ensure completion of food handling training by food handler or supervisor - Sec. 32","2022-10-07","NA - Not Applicable","Notice to Comply","",""
"39","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-10-07","M - Minor","Notice to Comply","",""
"40","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","USE UTENSILS NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ","2022-10-07","S - Significant","Corrected During Inspection","",""
"41","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ","2022-10-07","M - Minor","Notice to Comply","",""
"42","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-10-07","M - Minor","Notice to Comply","",""
"43","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2022-10-07","M - Minor","Notice to Comply","",""
"44","10589964","105052263","12 TABLES","Restaurant","1552 AVENUE RD","43.72334","-79.41635","Pass","2","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE - SEC. 20(1)(A)(II)(B) ","2022-10-07","S - Significant","Corrected During Inspection","",""
"45","10300071","104991715","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"46","10445478","104991596","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"47","10334585","104991586","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"48","10770298","105087798","1265 BISTRO","Restaurant","1265 MILITARY TRL, Flr-BASEMENT","43.7839","-79.18629","Pass","2","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2022-12-13","S - Significant","Corrected During Inspection","",""
"49","10349216","104991580","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"50","10494074","104991557","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"51","10649330","104992327","137 - DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"52","10756617","104991962","142-LOONEY DOG CART","Food Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"53","9348578","104978225","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2022-05-25","","","",""
"54","9013060","105034814","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2022-09-07","","","",""
"55","10742080","105006096","156 CUMBERLAND","Restaurant","156 CUMBERLAND ST","43.67005","-79.39334","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN CEILING IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-07-14","M - Minor","Notice to Comply","",""
"56","10742080","105047953","156 CUMBERLAND","Restaurant","156 CUMBERLAND ST","43.67005","-79.39334","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-09-29","M - Minor","Notice to Comply","",""
"57","10742080","105047953","156 CUMBERLAND","Restaurant","156 CUMBERLAND ST","43.67005","-79.39334","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2022-09-29","M - Minor","Notice to Comply","",""
"58","10764599","105044251","1688 DIM SUM","Food Processing Plant","4227 SHEPPARD AVE E, Bldg-B1","43.78538","-79.27752","Pass","2","OPERATE FOOD PREMISE - MECHANICAL EQUIPMENT NOT MAINTAINED TO MAINTAIN WASH WATER BETWEEN 60 C AND 71 C - SEC. 20(1)(A)(I) ","2022-09-22","S - Significant","Notice to Comply","",""
"59","10764599","105044251","1688 DIM SUM","Food Processing Plant","4227 SHEPPARD AVE E, Bldg-B1","43.78538","-79.27752","Pass","2","Handwashing stations not conveniently accessible by food handlers - Sec. 7(3)(c)   ","2022-09-22","S - Significant","Notice to Comply","",""
"60","10764599","105044251","1688 DIM SUM","Food Processing Plant","4227 SHEPPARD AVE E, Bldg-B1","43.78538","-79.27752","Pass","2","Fail to protect food from contamination or adulteration - Sec. 26(1) ","2022-09-22","C - Crucial","Notice to Comply","",""
"61","10764599","105044251","1688 DIM SUM","Food Processing Plant","4227 SHEPPARD AVE E, Bldg-B1","43.78538","-79.27752","Pass","2","Fail to ensure equipment surface cleaned as necessary - Sec. 22","2022-09-22","S - Significant","Notice to Comply","",""
"62","10764599","105044307","1688 DIM SUM","Food Processing Plant","4227 SHEPPARD AVE E, Bldg-B1","43.78538","-79.27752","Pass","2","","2022-09-26","","","",""
"63","10553551","105066376","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-11-04","M - Minor","Notice to Comply","",""
"64","10553551","105066376","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-11-04","M - Minor","Notice to Comply","",""
"65","10767899","105069477","1800 BAR & LOUNGE TORONTO","Cocktail Bar / Beverage Room","1800 DAVENPORT RD, Unit-4","43.67137","-79.45186","Pass","2","","2022-11-08","","","",""
"66","10767076","105062950","1858 BISTRO","Cafeteria - Private Access","8 ADELAIDE ST W","43.65039","-79.37902","Pass","3","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2022-10-27","M - Minor","Corrected During Inspection","",""
"67","10629287","104934998","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","","2022-02-02","","","",""
"68","10764683","105044889","19 EATERY","Restaurant","19C FINCH AVE W","43.77914","-79.4174","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-09-23","M - Minor","Notice to Comply","",""
"69","10569465","105017168","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","USE CLOTH NOT IN GOOD REPAIR FOR CLEANING FOOD CONTACT SURFACE - SEC. 16(A)","2022-08-03","M - Minor","Notice to Comply","",""
"70","10569465","105017168","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FAIL TO MAINTAIN HANDWASHING STATIONS (LIQUID SOAP AND PAPER TOWELS) - SEC. 7(3)(C)","2022-08-03","S - Significant","Corrected During Inspection","",""
"71","10569465","105017168","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to ensure presence of food handler or supervisor during all hours of operation - Sec. 32","2022-08-03","NA - Not Applicable","Notice to Comply","",""
"72","10569465","105017168","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-08-03","M - Minor","Notice to Comply","",""
"73","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","USE UTENSILS NOT SUITABLE FOR INTENDED PURPOSE - SEC. 8(1)(D)  ","2022-06-13","S - Significant","Corrected During Inspection","",""
"74","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","OPERATE FOOD PREMISE - FAIL TO EQUIP SANITARY FACILITY WITH SINGLE SERVICE TOWELS OR DRYER - SEC. 25(3)(E)   ","2022-06-13","S - Significant","Corrected During Inspection","",""
"75","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ","2022-06-13","M - Minor","Notice to Comply","",""
"76","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","Fail to protect against entry of pests - Sec. 13(1)","2022-06-13","M - Minor","Notice to Comply","",""
"77","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","Fail to maintain ventilation system to ensure elimination of odours - Sec. 11","2022-06-13","M - Minor","Notice to Comply","",""
"78","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-06-13","M - Minor","Notice to Comply","",""
"79","10741800","104989128","1976 KITCHEN & BAR RESTAURANT","Restaurant","918 WILSON AVE","43.73023","-79.46979","Pass","3","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2022-06-13","S - Significant","Corrected During Inspection","",""
"80","10447525","105000374","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","","2022-07-04","","","",""
"81","10318628","104990833","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2022-06-15","M - Minor","Notice to Comply","",""
"82","10318628","105093295","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2022-12-29","","","",""
"83","10495816","105018407","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","Food premise not maintained to permit cleaning of ceilings - Sec. 7(1)(d) ","2022-08-08","M - Minor","Notice to Comply","",""
"84","10725526","104937201","2 AMIGOS LATINOS RESTAURANT","Food Take Out","1650 JANE ST, Unit-1","43.70099","-79.50362","Pass","2","","2022-02-09","","","",""
"85","10487649","104997915","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","","2022-06-28","","","",""
"86","10754807","104979533","2 BROTHERS SHAWARMA","Restaurant","2631 EGLINTON AVE W","43.68984","-79.47542","Pass","2","Fail to protect against entry of pests - Sec. 13(1)","2022-05-26","M - Minor","Notice to Comply","",""
"87","10754807","104979533","2 BROTHERS SHAWARMA","Restaurant","2631 EGLINTON AVE W","43.68984","-79.47542","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-05-26","M - Minor","Notice to Comply","",""
"88","10754807","105062857","2 BROTHERS SHAWARMA","Restaurant","2631 EGLINTON AVE W","43.68984","-79.47542","Pass","2","Use shelves not of readily cleanable design - Sec. 31","2022-10-27","M - Minor","Notice to Comply","",""
"89","10754807","105062857","2 BROTHERS SHAWARMA","Restaurant","2631 EGLINTON AVE W","43.68984","-79.47542","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-10-27","M - Minor","Notice to Comply","",""
"90","10754807","105062857","2 BROTHERS SHAWARMA","Restaurant","2631 EGLINTON AVE W","43.68984","-79.47542","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-10-27","M - Minor","Notice to Comply","",""
"91","10752269","104962621","2 FOR 1 SHAWARMA","Restaurant","1106 BLOOR ST W","43.6603","-79.43475","Pass","3","","2022-04-25","","","",""
"92","10752269","105016403","2 FOR 1 SHAWARMA","Restaurant","1106 BLOOR ST W","43.6603","-79.43475","Pass","3","","2022-08-02","","","",""
"93","10747116","104930938","2 OR 3 PIZZA AND WINGS","Restaurant","2382 LAKE SHORE BLVD W, Bldg--","43.6157","-79.4886","Pass","2","","2022-01-19","","","",""
"94","9000031","104967525","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-05-05","M - Minor","Notice to Comply","",""
"95","9000046","104989099","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-06-27","M - Minor","Notice to Comply","",""
"96","9000046","104989099","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operate food premise - equipment not constructed to permit maintenance in sanitary condition - Sec. 9","2022-06-27","M - Minor","Notice to Comply","",""
"97","9000046","105031659","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-08-29","M - Minor","Notice to Comply","",""
"98","9016832","104983288","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2022-06-02","","","",""
"99","9043776","105021176","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2022-08-11","","","",""
"100","10284603","104928230","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","","2022-01-10","","","",""
"101","10349645","104987362","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","","2022-06-09","","","",""
"102","10766596","105059190","2-4-1 PIZZA","Food Take Out","2372 EGLINTON AVE E, Unit-1","43.73204","-79.27102","Pass","2","Fail to provide handwashing stations with adequate supplies (hot and cold water) - Sec. 7(3)(c)","2022-10-20","S - Significant","Notice to Comply","",""
"103","10766596","105059329","2-4-1 PIZZA","Food Take Out","2372 EGLINTON AVE E, Unit-1","43.73204","-79.27102","Pass","2","","2022-10-26","","","",""
"104","10294608","104957819","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2022-04-11","M - Minor","Notice to Comply","",""
"105","10294608","104957819","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","OPERATE FOOD PREMISE - FAIL TO KEEP SANITARY FACILITY SANITARY - SEC. 25(2)","2022-04-11","S - Significant","Notice to Comply","",""
"106","10294608","104957819","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","SANITIZE UTENSILS IN CHLORINE SOLUTION OF LESS THAN 100 P.P.M. OF AVAILABLE CHLORINE - SEC. 19(B) ","2022-04-11","S - Significant","Notice to Comply","",""
"107","10294608","104957819","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Fail to provide handwashing stations with adequate supplies (hot and cold water) - Sec. 7(3)(c)","2022-04-11","S - Significant","Notice to Comply","",""
"108","10294608","104957819","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM EQUIPMENT NOT REGULARLY USED - SEC. 7(1)(F)   ","2022-04-11","M - Minor","Notice to Comply","",""
"109","10294608","104957819","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-04-11","M - Minor","Notice to Comply","",""
"110","10294608","104957836","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","","2022-04-14","","","",""
"111","10325721","104991565","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"112","10674734","104991529","207- BIG SMOKE FOOD CO","Cafeteria - Public Access","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"113","10300069","104991848","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"114","10746416","104926217","21 MARKET","Food Store (Convenience/Variety)","3120 DUNDAS ST W, Bldg--","43.6657","-79.47388","Pass","2","","2022-01-05","","","",""
"115","10761328","105022758","21 SEVEN MARKET","Food Store (Convenience/Variety)","1000 BLOOR ST W","43.66093","-79.43038","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2022-08-15","M - Minor","Notice to Comply","",""
"116","10475817","104991713","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"117","10531045","104992338","215- INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2022-06-16","","","",""
"118","10300066","104991607","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2022-06-16","","","",""
"119","10300083","104991568","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2022-06-16","M - Minor","Notice to Comply","",""
"120","10765264","105049035","225 MORNINGSIDE FOOD BANK","Food Bank","225 MORNINGSIDE AVE","43.76711","-79.18501","Pass","2","Distribute potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)","2022-09-30","C - Crucial","Notice to Comply","",""
