"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"13","10441981","103795664","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","Operator fail to properly wash equipment","2016-08-18","M - Minor","Notice to Comply","",""
"14","10441981","103861705","10tation Event Catering","Food Caterer","232 NORSEMAN ST","43.63225","-79.52951","Pass","3","","2016-12-06","","","",""
"15","10431055","103750011","112-GARRISON CREEK FLAT GRILL","Hot Dog Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"16","10431055","103824695","112-GARRISON CREEK FLAT GRILL","Hot Dog Cart","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"17","10300086","103750021","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"18","10300086","103824682","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"19","10531049","103750016","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2016-06-14","","","",""
"20","10531049","103825767","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2016-10-04","","","",""
"21","10417459","103750022","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"22","10417459","103824686","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"23","10334795","103750848","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"24","10334795","103870458","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"25","10535140","103750028","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"26","10535140","103824698","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"27","10300071","103750034","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"28","10300071","103824690","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"29","10445478","103750844","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"30","10445478","103824693","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"31","10334585","103751190","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2016-06-15","M - Minor","Notice to Comply","",""
"32","10334585","103751190","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to use proper procedure(s) to ensure food safety","2016-06-15","S - Significant","Corrected During Inspection","",""
"33","10334585","103824704","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO SCRUB LARGE UTENSIL WITH DETERGENT SOLUTION O. REG  562/90 SEC. 82","2016-10-04","S - Significant","Corrected During Inspection","",""
"34","10334585","103824704","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO REMOVE GARBAGE RECEPTACLE FROM ROOM WHEN FULL O. REG  562/90 SEC. 57(2)(B)","2016-10-04","S - Significant","Corrected During Inspection","",""
"35","10349216","103751265","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"36","10349216","103870457","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"37","10566372","103752872","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator must ensure that the eating or drinking establishment license is continually posted adjacent to the food safety inspection notice. Muncipal Code Chapter 545 Sec. 5G(4)","2016-06-14","NA - Not Applicable","Notice to Comply","",""
"38","10566372","103752872","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to provide hand washing supplies","2016-06-14","S - Significant","Notice to Comply","",""
"39","10566372","103752882","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-21","","","",""
"40","10494074","103750853","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"41","10494074","103824705","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"42","9348578","103677874","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","","2016-02-24","","","",""
"43","9013060","103673689","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2016-02-18","","","",""
"44","9013060","103789461","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2016-08-08","","","",""
"45","9013060","103855637","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2016-11-25","","","",""
"46","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to ensure food is not contaminated/adulterated","2016-01-14","C - Crucial","Not in Compliance","",""
"47","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to use proper cloths","2016-01-14","S - Significant","Notice to Comply","",""
"48","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to clean washroom fixtures","2016-01-14","S - Significant","Notice to Comply","",""
"49","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Food Handler fail to wear clean outer garments","2016-01-14","M - Minor","Notice to Comply","",""
"50","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash surfaces in rooms","2016-01-14","M - Minor","Notice to Comply","",""
"51","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide proper equipment","2016-01-14","M - Minor","Notice to Comply","",""
"52","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide hand washing supplies","2016-01-14","S - Significant","Notice to Comply","",""
"53","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide accurate indicating thermometer(s)","2016-01-14","S - Significant","Notice to Comply","",""
"54","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide washroom supplies","2016-01-14","S - Significant","Notice to Comply","",""
"55","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash equipment","2016-01-14","M - Minor","Notice to Comply","",""
"56","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to use proper utensils to ensure food safety","2016-01-14","S - Significant","Not in Compliance","",""
"57","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide adequate pest control","2016-01-14","S - Significant","Notice to Comply","",""
"58","10553551","103658053","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly maintain rooms","2016-01-14","M - Minor","Notice to Comply","",""
"59","10553551","103658095","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide adequate pest control","2016-02-10","S - Significant","Notice to Comply","",""
"60","10553551","103669879","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","","2016-02-16","","","",""
"61","10553551","103695271","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-03-22","NA - Not Applicable","Notice to Comply","",""
"62","10553551","103695271","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash equipment","2016-03-22","M - Minor","Notice to Comply","",""
"63","10553551","103695271","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash surfaces in rooms","2016-03-22","M - Minor","Notice to Comply","",""
"64","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash equipment","2016-08-19","M - Minor","Notice to Comply","",""
"65","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to use proper utensils to ensure food safety","2016-08-19","S - Significant","Ticket","Pending",""
"66","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide proper equipment","2016-08-19","M - Minor","Notice to Comply","",""
"67","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash surfaces in rooms","2016-08-19","M - Minor","Notice to Comply","",""
"68","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide adequate pest control","2016-08-19","S - Significant","Notice to Comply","",""
"69","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly maintain rooms","2016-08-19","M - Minor","Notice to Comply","",""
"70","10553551","103771864","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide proper garbage containers","2016-08-19","M - Minor","Notice to Comply","",""
"71","10553551","103797965","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","","2016-08-23","","","",""
"72","10553551","103850786","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash surfaces in rooms","2016-12-22","M - Minor","Notice to Comply","",""
"73","10553551","103850786","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash equipment","2016-12-22","M - Minor","Notice to Comply","",""
"74","10553551","103850786","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to provide adequate lighting","2016-12-22","M - Minor","Notice to Comply","",""
"75","10464953","103659998","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","","2016-01-26","","","",""
"76","10569465","103774279","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","OPERATOR FAIL TO ENSURE WRAPPING WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2016-07-20","S - Significant","Corrected During Inspection","",""
"77","10569465","103774279","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2016-07-20","S - Significant","Corrected During Inspection","",""
"78","10569465","103774279","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-07-20","S - Significant","Corrected During Inspection","",""
"79","10569465","103834876","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","","2016-10-20","","","",""
"80","10447525","103730423","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","","2016-06-01","","","",""
"81","10447525","103826238","19TH HOLE GRILL","Restaurant","550 CENTENNIAL PARK BLVD","43.65196","-79.59756","Pass","2","","2016-10-11","","","",""
"82","10318628","103730396","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2016-05-17","","","",""
"83","10318628","103874556","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","","2016-12-30","","","",""
"84","10495816","103722088","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","Operator fail to properly maintain rooms","2016-05-04","M - Minor","Notice to Comply","",""
"85","10495816","103858643","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2016-11-30","","","",""
"86","10487649","103666159","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g)","2016-02-04","M - Minor","Notice to Comply","",""
"87","10487649","103785098","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","","2016-07-28","","","",""
"88","10487649","103810904","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","Operator fail to ensure equipment surface washed as necessary O. Reg  562/90 Sec. 59(g)","2016-09-12","M - Minor","Notice to Comply","",""
"89","9000031","103761458","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2016-06-29","","","",""
"90","9000031","103836863","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2016-10-24","","","",""
"91","9000046","103758468","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly maintain rooms","2016-06-27","M - Minor","Notice to Comply","",""
"92","9000046","103758468","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","PROVIDE THERMOMETER NOT EASILY READABLE IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2016-06-27","S - Significant","Corrected During Inspection","",""
"93","9000046","103758468","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","Operator fail to properly wash surfaces in rooms","2016-06-27","M - Minor","Notice to Comply","",""
"94","9016832","103659961","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly wash surfaces in rooms","2016-01-25","M - Minor","Notice to Comply","",""
"95","9016832","103771016","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2016-07-14","","","",""
"96","9043776","103649563","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2016-01-11","","","",""
"97","9043776","103772883","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2016-07-18","","","",""
"98","9043776","103853229","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2016-11-21","","","",""
"99","10284603","103724770","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash surfaces in rooms","2016-05-09","M - Minor","Notice to Comply","",""
"100","10284603","103724770","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly maintain rooms","2016-05-09","M - Minor","Notice to Comply","",""
"101","10284603","103816289","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash surfaces in rooms","2016-09-20","M - Minor","Notice to Comply","",""
"102","10284603","103816289","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly wash equipment","2016-09-20","M - Minor","Notice to Comply","",""
"103","10349645","103716259","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to produce valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(c)","2016-04-26","NA - Not Applicable","Notice to Comply","",""
"104","10349645","103716259","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-04-26","S - Significant","Corrected During Inspection","",""
"105","10349645","103716259","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain rooms","2016-04-26","M - Minor","Notice to Comply","",""
"106","10349645","103716259","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2016-04-26","M - Minor","Notice to Comply","",""
"107","10349645","103765119","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Food handler fail to wear headgear","2016-07-06","M - Minor","Notice to Comply","",""
"108","10349645","103765119","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain rooms","2016-07-06","M - Minor","Notice to Comply","",""
"109","10349645","103765119","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to hold a valid food handler's certificate - Muncipal Code Chapter 545 Sec. 5G(17)(b)","2016-07-06","NA - Not Applicable","Notice to Comply","",""
"110","10349645","103838525","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator must ensure to provide the Food Safety Inspection Report(s) relating to the currently posted food safety inspection notice when requested by any person. Muncipal Code Chapter 545 Sec. 5G(5)","2016-11-08","NA - Not Applicable","Corrected During Inspection","",""
"111","10349645","103838525","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to use proper utensils to ensure food safety","2016-11-08","S - Significant","Corrected During Inspection","",""
"112","10349645","103838525","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-11-08","NA - Not Applicable","Notice to Comply","",""
"113","10349645","103838525","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to use proper procedure(s) to ensure food safety","2016-11-08","S - Significant","Corrected During Inspection","",""
"114","10294608","103820693","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide adequate lighting","2016-09-26","M - Minor","Notice to Comply","",""
"115","10294608","103820693","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2016-09-26","M - Minor","Notice to Comply","",""
"116","10294608","103820693","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Fail to ensure the presence of the holder of a valid food handler's certificate  -  Muncipal Code Chapter 545 Sec. 5G(17)(a)","2016-09-26","NA - Not Applicable","Notice to Comply","",""
"117","10294608","103820693","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly maintain rooms","2016-09-26","M - Minor","Notice to Comply","",""
"118","10325721","103750857","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"119","10325721","103870434","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"120","10300069","103750040","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO HAVE TEST REAGENT AVAILABLE AT  PLACE OF SANITIZATION O. REG  562/90 SEC. 75(2)","2016-06-14","S - Significant","Corrected During Inspection","",""
"121","10300069","103824721","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"122","10475817","103750047","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"123","10475817","103824724","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"124","10531045","103750059","215- INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"125","10531045","103824725","215- INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2016-10-04","M - Minor","Notice to Comply","",""
"126","10300066","103750063","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2016-06-14","","","",""
"127","10300066","103824729","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2016-10-04","","","",""
"128","10300083","103750067","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATE FOOD PREMISE-MECHANICAL EQUIPMENT NOT MAINTAINED TO PROVIDE SUFFICIENT CHEMICAL SOLUTION RINSE O. REG  562/90 SEC. 77(A)(II)(B)","2016-06-14","S - Significant","Corrected During Inspection","",""
"129","10300083","103750067","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO STORE FOOD ON RACKS OR SHELVES O. REG  562/90 SEC. 23","2016-06-14","S - Significant","Corrected During Inspection","",""
"130","10300083","103824736","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"131","10300065","103750091","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"132","10300065","103824730","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash equipment","2016-10-04","M - Minor","Notice to Comply","",""
"133","10431057","103750117","233-PIZZA NOVA","Restaurant","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"134","10431057","103824731","233-PIZZA NOVA","Restaurant","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2016-10-04","S - Significant","Corrected During Inspection","",""
"135","10300063","103750124","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-06-14","","","",""
"136","10300063","103824733","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2016-10-04","","","",""
"137","10559262","103701699","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","Operator fail to properly maintain rooms","2016-04-04","M - Minor","Notice to Comply","",""
"138","10559262","103701699","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","Food handler fail to wear headgear","2016-04-04","M - Minor","Notice to Comply","",""
"139","10559262","103787042","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","","2016-08-02","","","",""
"140","10559262","103841047","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","Food Handler fail to wear clean outer garments","2016-10-31","M - Minor","Notice to Comply","",""
"141","10559262","103841047","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","FAIL TO PROVIDE TOWELS IN FOOD PREPARATION AREA O. REG  562/90 SEC. 20(1)(C)","2016-10-31","S - Significant","Corrected During Inspection","",""
"142","10405652","103650616","244 PIZZA & WINGS","Food Take Out","1166 WESTON RD","43.6872","-79.49055","Pass","2","Operator fail to properly wash surfaces in rooms","2016-03-24","M - Minor","Notice to Comply","",""
