"Rec #","Establishment ID","Inspection ID","Establishment Name","Establishment Type","Establishment Address","Latitude","Longitude","Establishment Status","Min. Inspections Per Year","Infraction Details","Inspection Date","Severity","Action","Outcome","Amount Fined"
"24","10300086","104226905","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain rooms","2018-05-24","M - Minor","Notice to Comply","",""
"25","10300086","104314860","115-PIZZA NOVA","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"26","10531049","104226925","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2018-05-24","","","",""
"27","10531049","104314950","115-POPCORN AND SNACK","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2018-09-20","","","",""
"28","10417459","104226910","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"29","10417459","104314873","117-CORKTOWN FRESH BURGER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"30","10334795","104227058","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"31","10334795","104314869","117-T.O FOOTLONG HOTDOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"32","10535140","104226922","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"33","10535140","104314881","119-BIG LEAGUES CLASSIC","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"34","10300071","104253350","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"35","10300071","104313036","120 - T.O. Footlong Hotdogs","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"36","10445478","104253356","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"37","10445478","104314892","123-BIG LEAGUE CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"38","10334585","104253255","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly wash surfaces in rooms","2018-05-24","M - Minor","Notice to Comply","",""
"39","10334585","104314946","125-BASES LOADED NACHOS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"40","10349216","104256295","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"41","10349216","104314947","128 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-09-20","M - Minor","Notice to Comply","",""
"42","10566372","104187945","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-03-29","","","",""
"43","10566372","104314897","132-OLD SPADINA AVENUE KOSHER","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-09-20","M - Minor","Notice to Comply","",""
"44","10494074","104253361","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"45","10494074","104314889","134-ALL STAR CHICKEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"46","10649330","104314878","137 - DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"47","9348578","104206678","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to properly wash surfaces in rooms","2018-04-26","M - Minor","Notice to Comply","",""
"48","9348578","104206678","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","USE FOOD PREPARATION EQUIPMENT NOT IN GOOD REPAIR O. REG  562/90 SEC. 18(B)","2018-04-26","S - Significant","Corrected During Inspection","",""
"49","9348578","104206678","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Operator fail to properly wash equipment","2018-04-26","M - Minor","Notice to Comply","",""
"50","9348578","104272398","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-07-30","M - Minor","Notice to Comply","",""
"51","9348578","104272398","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","Use food equipment not in good repair - Sec.  8(1)(b)  ","2018-07-30","S - Significant","Corrected During Inspection","",""
"52","9348578","104323899","147 ELDER ST INC.","Retirement Homes(Licensed)","147 ELDER ST","43.76273","-79.45402","Pass","3","SANITIZE UTENSILS USING AGENT FOR WHICH TEST REAGENT NOT READILY AVAILABLE - SEC. 19(E)(III) ","2018-10-12","S - Significant","Corrected During Inspection","",""
"53","9013060","104131459","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2018-01-18","","","",""
"54","9013060","104224659","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","","2018-05-23","","","",""
"55","9013060","104307659","149 TYNDALL HOUSE","Boarding / Lodging Home - Kitchen","149 TYNDALL AVE","43.63816","-79.42864","Pass","3","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-09-19","M - Minor","Notice to Comply","",""
"56","10553551","104170242","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","Operator fail to properly wash equipment","2018-03-27","M - Minor","Notice to Comply","",""
"57","10553551","104320554","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2018-11-06","M - Minor","Notice to Comply","",""
"58","10553551","104320554","1775111 ONTARIO LIMITED","Bakery","2242 KINGSTON RD","43.70464","-79.25281","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-11-06","M - Minor","Notice to Comply","",""
"59","10464953","104156859","1810 DANFORTH AVENUE SOCIAL CLUB","Restaurant","1810 DANFORTH AVE","43.68467","-79.31856","Pass","1","","2018-02-26","","","",""
"60","10629287","104325165","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","","2018-10-23","","","",""
"61","10629287","104198971","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Operator fail to properly maintain rooms","2018-04-17","M - Minor","Notice to Comply","",""
"62","10629287","104271627","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2018-07-27","M - Minor","Notice to Comply","",""
"63","10629287","104325152","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Food premise not maintained with walls in good repair in food-handling room - Sec. 7(1)(g)  ","2018-10-15","M - Minor","Notice to Comply","",""
"64","10629287","104325152","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","Fail to protect against harbouring of pests - Sec. 13(1)","2018-10-15","S - Significant","Notice to Comply","",""
"65","10629287","104325152","1871 BERKELEY CHURCH","Banquet Facility","315 QUEEN ST E","43.65519","-79.36597","Pass","3","FOOD PREMISE NOT MAINTAINED WITH CLEAN WALLS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2018-10-15","M - Minor","Notice to Comply","",""
"66","10569465","104197379","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operator fail to properly maintain mechanical washer","2018-04-23","S - Significant","Notice to Comply","",""
"67","10569465","104197379","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operator fail to provide adequate pest control","2018-04-23","S - Significant","Notice to Comply","",""
"68","10569465","104197379","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(a)","2018-04-23","NA - Not Applicable","Notice to Comply","",""
"69","10569465","104197379","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2018-04-23","S - Significant","Corrected During Inspection","",""
"70","10569465","104197379","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Operator fail to provide required supplies at sinks","2018-04-23","S - Significant","Notice to Comply","",""
"71","10569465","104203451","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(a)","2018-04-26","NA - Not Applicable","Notice to Comply","",""
"72","10569465","104264112","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-07-17","M - Minor","Notice to Comply","",""
"73","10569465","104370296","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2018-12-21","M - Minor","Notice to Comply","",""
"74","10569465","104370296","1915 LANZHOU RAMEN","Restaurant","185 DUNDAS ST W","43.655","-79.38665","Pass","2","FOOD PREMISE NOT MAINTAINED WITH CLEAN FLOORS IN FOOD-HANDLING ROOM - SEC. 7(1)(G)  ","2018-12-21","M - Minor","Notice to Comply","",""
"75","10318628","104200400","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","Operator fail to provide proper equipment","2018-04-18","M - Minor","Notice to Comply","",""
"76","10318628","104200400","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","Operator fail to properly maintain rooms","2018-04-18","M - Minor","Notice to Comply","",""
"77","10318628","104200400","19TH HOLE SPORTS BAR AND GRILL","Restaurant","434 ROGERS RD","43.68279","-79.46394","Pass","2","Operator fail to properly wash surfaces in rooms","2018-04-18","M - Minor","Notice to Comply","",""
"78","10495816","104169479","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2018-03-05","","","",""
"79","10495816","104304971","2 4 1 Pizza","Food Take Out","1383 DAVENPORT RD","43.67276","-79.44105","Pass","2","","2018-09-14","","","",""
"80","10487649","104132158","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","","2018-01-18","","","",""
"81","10487649","104294049","2 BROS CUISINE","Food Take Out","1500 ROYAL YORK RD, UNIT-34","43.69163","-79.53185","Pass","2","","2018-08-29","","","",""
"82","9000031","104290457","2-4-1 PIZZA","Food Take Out","759 JANE ST","43.67153","-79.49335","Pass","2","","2018-08-24","","","",""
"83","9000046","104214182","2-4-1 PIZZA","Food Take Out","1468 QUEEN ST W, Unit-2","43.64059","-79.43665","Pass","2","","2018-05-08","","","",""
"84","9016832","104204024","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to properly wash surfaces in rooms","2018-04-24","M - Minor","Notice to Comply","",""
"85","9016832","104204024","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","Operator fail to provide proper equipment","2018-04-24","M - Minor","Notice to Comply","",""
"86","9016832","104334030","2-4-1 PIZZA","Food Take Out","2291 KIPLING AVE","43.7294","-79.5742","Pass","2","","2018-10-29","","","",""
"87","9043776","104121269","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2018-01-03","","","",""
"88","9043776","104300825","2-4-1 PIZZA","Food Take Out","3815 LAKE SHORE BLVD W","43.5922","-79.54258","Pass","2","","2018-09-10","","","",""
"89","10284603","104138911","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to provide proper equipment","2018-01-26","M - Minor","Notice to Comply","",""
"90","10284603","104183368","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Operator fail to properly maintain rooms","2018-03-23","M - Minor","Notice to Comply","",""
"91","10284603","104321107","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","FOOD PREMISE NOT MAINTAINED TO KEEP FOOD-HANDLING ROOM FREE FROM MATERIALS NOT REGULARLY USED - SEC. 7(1)(F) ","2018-10-09","M - Minor","Notice to Comply","",""
"92","10284603","104321107","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-10-09","M - Minor","Notice to Comply","",""
"93","10284603","104321107","2-4-1 PIZZA","Food Take Out","1016 GERRARD ST E","43.66893","-79.3379","Pass","2","Food premise not maintained to permit sanitary maintenance of ceilings - Sec. 7(1)(d) ","2018-10-09","M - Minor","Notice to Comply","",""
"94","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","OPERATOR FAIL TO ENSURE CRACKED CUP NOT USED IN FOOD HANDLING O. REG  562/90 SEC. 59(B)","2018-04-11","S - Significant","Corrected During Inspection","",""
"95","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO PROVIDE THERMOMETER IN STORAGE COMPARTMENT O. REG  562/90 SEC. 21","2018-04-11","S - Significant","Corrected During Inspection","",""
"96","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO SANITIZE UTENSILS IN THIRD SINK O. REG  562/90 SEC. 74(C)","2018-04-11","S - Significant","Corrected During Inspection","",""
"97","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Hold a Valid Food Handler's Certificate. Muncipal Code Chapter 545-157(17)(b)","2018-04-11","NA - Not Applicable","Notice to Comply","",""
"98","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2018-04-11","M - Minor","Notice to Comply","",""
"99","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly wash surfaces in rooms","2018-04-11","M - Minor","Notice to Comply","",""
"100","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Operator fail to properly wash equipment","2018-04-11","M - Minor","Notice to Comply","",""
"101","10349645","104194843","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Produce Most Recent Food Safety Inspection Report(s). Muncipal Code Chapter 545-157(E)(5)","2018-04-11","NA - Not Applicable","Notice to Comply","",""
"102","10349645","104262622","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Hold a Valid Food Handler's Certificate  - Sec. 545-157E(17)(b) ","2018-07-16","NA - Not Applicable","Notice to Comply","",""
"103","10349645","104359900","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO ENSURE FOOD HANDLER IN FOOD PREMISE PROTECTS AGAINST CONTAMINATION BY HAIR - SEC.  33(1)(D)","2018-10-16","M - Minor","Notice to Comply","",""
"104","10349645","104359900","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Conspicuously Post Food Safety Inspection Notice at Entrance - Sec. 545-157(E)(3)","2018-10-16","NA - Not Applicable","Notice to Comply","",""
"105","10349645","104359900","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FAIL TO ENSURE EQUIPMENT SURFACE SANITIZED AS NECESSARY - SEC. 22","2018-10-16","M - Minor","Notice to Comply","",""
"106","10349645","104359900","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","Fail to Ensure the Presence of the Holder of a Valid Food Handlers Certificate - Sec. 545- 157E(1 7)(a)","2018-10-16","NA - Not Applicable","Notice to Comply","",""
"107","10349645","104359900","2-4-1 PIZZA","Food Take Out","1756 LAWRENCE AVE E","43.74284","-79.30787","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2018-10-16","M - Minor","Notice to Comply","",""
"108","10294608","104214763","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to provide easily readable thermometer(s)","2018-05-08","S - Significant","Corrected During Inspection","",""
"109","10294608","104214763","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","Operator fail to properly wash surfaces in rooms","2018-05-08","M - Minor","Notice to Comply","",""
"110","10294608","104262795","2-4-1 PIZZA #37","Food Take Out","1055 BLOOR ST W","43.66057","-79.43258","Pass","3","","2018-07-19","","","",""
"111","10325721","104253308","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"112","10325721","104312564","2-SATELLITE KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"113","10300069","104253259","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"114","10300069","104312484","209 - STRIKE OUT GRILL","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"115","10475817","104253282","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"116","10475817","104312499","210 - Fresh Burger","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"117","10531045","104256316","215- INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"118","10531045","104312979","215- INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2018-09-20","M - Minor","Notice to Comply","",""
"119","10541993","104233943","219- THE URBAN KITCHEN","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","Operator fail to properly wash equipment","2018-05-24","M - Minor","Notice to Comply","",""
"120","10300066","104312513","220 - INFIELD CLASSICS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","1","","2018-09-20","","","",""
"121","10300083","104228667","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","OPERATOR FAIL TO ENSURE COVER WILL PREVENT CONTAMINATION OR ADULTERATION O. REG  562/90 SEC. 59(C)(II)","2018-05-24","S - Significant","Corrected During Inspection","",""
"122","10300083","104312520","224-TD CLUBHOUSE","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"123","10300065","104256322","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"124","10300065","104313005","228 - Infield Classics","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","FOOD PREMISE NOT MAINTAINED WITH FOOD HANDLING ROOM IN SANITARY CONDITION - SEC. 7(1)(E) ","2018-09-20","M - Minor","Notice to Comply","",""
"125","10634917","104234482","229 - T.O. FOOTLONG HOT DOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","Operator fail to properly maintain equipment(NON-FOOD)","2018-05-24","M - Minor","Notice to Comply","",""
"126","10634917","104312527","229 - T.O. FOOTLONG HOT DOGS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"127","10431057","104256335","233-PIZZA NOVA","Restaurant","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"128","10431057","104312532","233-PIZZA NOVA","Restaurant","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"129","10300063","104253304","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-05-24","","","",""
"130","10300063","104312537","239-DUGOUT DEALS","Food Take Out","1 BLUE JAYS WAY","43.64168","-79.39012","Pass","2","","2018-09-20","","","",""
"131","10559262","104203625","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","Operator fail to properly maintain rooms","2018-04-23","M - Minor","Notice to Comply","",""
"132","10559262","104286883","241 PIZZA","Food Take Out","142 PARLIAMENT ST","43.6546","-79.36402","Pass","3","Store potentially hazardous foods at internal temperature between 4 C and 60 C - Sec. 27(1)","2018-08-20","C - Crucial","Notice to Comply","",""
