unified_est_id,est_name,address,source
10787758.0,EVERYDAY BEAUTY BAR,302 Carlaw Ave Unit-120 M4M 3L1,auto_classified
10853987.0,EVERYSIDE RESTAURANT,120 Adelaide St W Unit-100 M5H 1T1,auto_classified
10791298.0,EVVIVA BREAKFAST AND LUNCH,56 Wellesley St W None M5S 2S3,auto_classified
10856442.0,EXPRESS PIZZA,80 Ellesmere Rd Unit-8 M1R 4C2,auto_classified
10857486.0,FAFA BBQ HOUSE,3278 Midland Ave Unit-D120 M1V 0C9,auto_classified
10843838.0,FAIROUZ RESTAURANT & LOUNGE,843 Kipling Ave None M8Z 5G9,auto_classified
10826706.0,FAITH CARIBBEAN CUISINE,3449 Dundas St W None M6S 2S5,auto_classified
10805482.0,FAM BURGER,3271 Dufferin St None M6A 2T4,auto_classified
10807143.0,FANCY BURGER,565 Bloor St W None M5S 1Y6,auto_classified
10784587.0,FANTASTIC SHAWARMA,2558 Finch Ave W Unit-8A M9M 2G3,auto_classified
10786118.0,FANTASY KITCHEN CO,195 Harbord St None M5S 1H6,auto_classified
10790520.0,FARM FRESH PIZZA,2687 Kipling Ave Unit-2 M9V 5G6,auto_classified
10847475.0,FARYAB RESTAURANT,1801 Lawrence Ave E Unit-1 M1R 2X9,auto_classified
10772100.0,FAT BOY RESTAURANT,"5651 STEELES AVE E, Unit-28 None M1V 5P6",auto_classified
10830184.0,FATTY BEAR BAKES,1607 DUPONT ST None M6P 3S8,auto_classified
10807098.0,FAV CRAFT KITCHEN,3262 Midland Ave Unit-E107 M1V 0C6,auto_classified
10830444.0,FBI PIZZA ST. CLAIR,1248 St Clair Ave W None M6E 1B7,auto_classified
10809776.0,FELFEL MEDITERANIAN CUISINE,"761 DUNDAS ST W, Unit-761 None M6J 1T9",auto_classified
10794054.0,FENG TAI FOOD COURT,355 Bamburgh Crcl None M1W 3Y1,auto_classified
10848798.0,FIL-EURO BAKERY,"2348 DUFFERIN ST, Unit-1 None M6E 3S4",auto_classified
10841851.0,FINGER LICKING CARIBBEAN KITCHEN,2179 LAWRENCE AVE E None M1P 2P5,auto_classified
10809263.0,FIRECRACKER PEPPER SAUCE / FIRECRACKER RESTAURANT,"1485 DUPONT ST, Unit-113 None M6P 3S2",auto_classified
10804474.0,FIREFLY BURGER,355 1/2 Yonge St Bldg-- M5B 1S1,auto_classified
10801791.0,FIREHOUSE SUBS,3300 Dufferin St Unit-B M6A 2T5,auto_classified
10810265.0,FIREHOUSE SUBS,31 Rexdale Blvd Unit-C3004 M9W 1P1,auto_classified
10826908.0,FIREHOUSE SUBS,410 Bathurst St None M5T 2S6,auto_classified
10829948.0,FIREHOUSE SUBS,1221 King St W None M6K 1G3,auto_classified
10839965.0,FIREHOUSE SUBS,525 University Ave Bldg-R2-2 M5G 2L3,auto_classified
10841423.0,FIREHOUSE SUBS,513 Yonge St Unit-4 M4Y 1Y3,auto_classified
10843909.0,FIREHOUSE SUBS,333 King St E Unit-160 M5A 3X5,auto_classified
10855577.0,FIREHOUSE SUBS,4700 Keele St Unit-27 M3J 1P3,auto_classified
10773379.0,FIRESIDE FUSION JAMAICAN CUISINE,1260 Kennedy Rd Unit-2 M1P 2L3,auto_classified
10800014.0,FISH BAR & RESTAURANT,10 Mimico Ave Bldg-- M8V 1R1,auto_classified
10808845.0,FIX COFFEE + BIKES,486 Front St W Unit-UG28 M5V 0V2,auto_classified
10803222.0,FLAKY FEAST CAFE,1681 Eglinton Ave E None M4A 1J6,auto_classified
10835148.0,FLAMING KITCHEN,472 Yonge St None M4Y 1X5,auto_classified
10820220.0,FLAMING NOODLES,373 SPADINA AVE None M5T 2G3,auto_classified
10831925.0,FLAVA FLAMEZ JAMAICAN RESTAURANT,"2400 FINCH AVE W, Unit-2A None M9M 2C8",auto_classified
10857817.0,SATVIC TEA CO,"105 VANDERHOOF AVE, Unit-8 None M4G 2H7",auto_classified
10799404.0,FLAVOUR HOUSE RESTAURANT,80 Nashdene Rd Unit-78D M1V 5E4,auto_classified
10814932.0,FLOR DOIS BISTRO,722 College St None M6G 1C4,auto_classified
10815725.0,FLYING SQUIRREL MOTORCYCLE CAFE,1347 Queen St E None M4L 1C6,auto_classified
10792881.0,FORGET ME NOT COFFEE,102 Ossington Ave None M6J 2Z4,auto_classified
10839043.0,FORMOCHA BUBBLE TEA HOUSE,673 College St None M6G 1B9,auto_classified
10812132.0,FOUND COFFEE,2088 Dundas St W None M6R 1W9,auto_classified
10839322.0,FOX & JOHN'S RESTAURANT AND BAR,107 Atlantic Ave None M6K 1Y2,auto_classified
10853329.0,FOX AND JOHN'S KITCHEN AND BAR,3527 Lake Shore Blvd W None M8W 1N5,auto_classified
10776200.0,FRECLES FOX RESTAURANT,100 Cavell Ave Unit-1-4 M8V 3V6,auto_classified
10805145.0,FRENCHY BAR ET BRASSERIE,145 Richmond St W Flr-MAIN M5H 2L2,auto_classified
10848083.0,FRESH BREAD BAKERY,729 Kennedy Rd None M1K 2C6,auto_classified
10725026.0,FRESH BURGER,3355 Steeles Ave E Unit-C 4 M2H 0A7,auto_classified
10808343.0,FRESH BURGER,1881 Steeles Ave W Unit-12 M3H 5Y4,auto_classified
10842748.0,FRESH BURGER,1121 Castlefield Ave Unit-2 M6B 1E8,auto_classified
10862456.0,FRESH BURGER,43 Milner Ave Unit-102 M1S 3P6,auto_classified
10781581.0,FRESH CHOICE CAFE,520 Ellesmere Rd Unit-110 M1R 4E6,auto_classified
10850658.0,FRESH CUP BUBBLE TEA,"3030 DON MILLS RD E, Unit-20 None M2J 3C1",auto_classified
10858528.0,FRESH HABESHA AND BBQ RESTAURANT,810 Bloor St W None M6G 1L9,auto_classified
10857304.0,FRESH SLICE PIZZA,4841 Yonge St Unit-208 M2N 5X2,auto_classified
10775724.0,FRESHII,2277 Sheppard Ave W Unit-C2 M9M 0G6,auto_classified
10791247.0,FRESHII,140 Spadina Ave Unit-A102 M5V 2L4,auto_classified
10804217.0,FRESHII,3080 Yonge St None M4N 3N1,auto_classified
10824801.0,FRESHII,115 Humber College Blvd Unit-2 M9V 0A9,auto_classified
10832852.0,FRESHII,12 Richardson St None M5A 4J9,auto_classified
10839991.0,FRESHII,2032 Queen St E None M4L 1J4,auto_classified
10852857.0,FRESHII,170 Emmett Ave None M6M 2E6,auto_classified
10821257.0,FRESHLY SQUEEZED BUBBLE TEA,1530 Albion Rd Unit-F1 M9V 1B4,auto_classified
10821917.0,FRESHLY SQUEEZED BUBBLE TEA,65 Front St W Unit-432 M5J 1E6,auto_classified
10800088.0,FRESHSLICE PIZZA,744 King St W None M5V 1N3,auto_classified
10839721.0,FRESHSLICE PIZZA,115 Humber College Blvd Unit-5 M9V 0A9,auto_classified
10851249.0,FRESHSLICE PIZZA,2025 Yonge St None M4S 2A2,auto_classified
10779793.0,FRIDAY BURGER COMPANY,81 Bay St None M5E 1Z8,auto_classified
10797340.0,FRIDAY BURGER COMPANY,2162 DANFORTH AVE None M4C 1K3,auto_classified
10825671.0,FRUIT BURST JUICE AND  NUTRITION BAR,600 University Ave None M5G 1X5,auto_classified
10805645.0,FUEGO'S HALAL KITCHEN (Crave Food Hub - K4) (Shared Kitchen),1275 Morningside Ave Unit-7 M1B 3W1,auto_classified
10815314.0,FULL MOON CUISINE,10 Northtown Way Unit-105 M2N 7L4,auto_classified
10841150.0,FULL STOP COFFEE,2910 Dundas St W None M6P 1Y8,auto_classified
10854162.0,FULL STOP COFFEE,326 Harbord St None M6G 1H1,auto_classified
10854450.0,FULL-A-FLAVOUR KITCHEN INC.,1053 Midland Ave Unit-2 M1K 4G7,auto_classified
10815194.0,FUNGO CAFE,800 King St W None M5V 3M7,auto_classified
10857364.0,FUSIA ASIAN KITCHEN,1 Eglinton Sq Unit-153 M1L 2K1,auto_classified
10821053.0,G'S ISLAND JUICERY,1205 WESTON RD None M6M 4P6,auto_classified
10778726.0,GALATA TURKISH CAFE,5122 Dundas St W None M9A 1C2,auto_classified
9005876.0,GALE'S SNACK BAR,539 EASTERN AVE None M4M 1C6,auto_classified
10787505.0,GAME NIGHT SPORTS BAR,1347 DANFORTH RD None M1J 1G7,auto_classified
10846499.0,GARLICKY MEDITERRANEAN GRILL,896 Eglinton Ave W None M6C 2B6,auto_classified
10788762.0,GATHERINGS RESTO BAR,49 St Clair Ave W None M4V 1K6,auto_classified
10833919.0,GC BURGER,1734 Lawrence Ave E None M1R 2Y1,auto_classified
10805637.0,GELATEO CAFE,189 Danforth Ave None M4K 1N2,auto_classified
10815483.0,GEMARO BAKERY,143 MAIN ST None M4E 2V9,auto_classified
10820322.0,GENERAL PUBLIC RESTAURANT,201 Geary Ave Bldg-- M6H 2C1,auto_classified
10520600.0,GEORGE BROWN - ST. JAMES CAFETERIA,200 King St E None M5A 3W8,auto_classified
10799487.0,GEORGIAN HOUSE AUTHENTIC RESTAURANT,1044 Finch Ave W None M3J 2E2,auto_classified
10839477.0,GEORGIAN HOUSE AUTHENTIC RESTAURANT,147 Spadina Ave None M5V 2L7,auto_classified
10840896.0,GG SUSHI,865 Bloor St W None M6G 1M4,auto_classified
10844748.0,GHOST KITCHEN,500 Oriole Pkwy Unit-4 M5P 2H8,auto_classified
10829645.0,GIGLI CAFE JUNCTION,3042 Dundas St W None M6P 1Z3,auto_classified
10778749.0,GINGERMAN RESTAURANT,1104 VICTORIA PARK AVE None M4B 2K3,auto_classified
10772295.0,GINO'S PIZZA,91 Rylander Blvd Unit-12 M1B 5M5,auto_classified
10827071.0,GINO'S PIZZA AND WING MCHINE,681 MARKHAM RD None M1H 2A4,auto_classified
10844086.0,GLADIATOR BURGER,1020 Islington Ave Unit-15 M8Z 6A4,auto_classified
10781002.0,GLADIATOR BURGER & STEAK,1961 Kennedy Rd None M1P 5A2,auto_classified
10835089.0,GLOBAL EATS (FOOD EMPORIUM),205 Humber College Blvd None M9W 5L7,auto_classified
10798802.0,GO GRILL,267 COLLEGE ST None M5T 1R6,auto_classified
10831049.0,GO GRILL,"6464 YONGE ST, Unit-114 None M2M 3X4",auto_classified
10794675.0,GOLDEN GECKO COFFEE,282 Jane St None M6S 3Z2,auto_classified
10819086.0,GOLDEN PIZZA GEO,1201 Broadview Ave None M4K 2T1,auto_classified
10839310.0,GOLDEN SPRING K CUISINE,4438 Sheppard Ave E Unit-211 M1S 5V9,auto_classified
10782209.0,GOLDEN STAR RESTAURANT,"1690 JANE ST, Unit-B None M9N 2S4",auto_classified
10823315.0,GOLDEN STOVE RESTAURANT,2418 Lake Shore Blvd W None M8V 1C4,auto_classified
10808102.0,GOLDENFIELD BREWERY,71 SUNRISE AVE None M4A 1A9,auto_classified
10807506.0,GOLDSTRUCK COFFEE,133 Richmond St W Unit-103 M5H 2L3,auto_classified
10775380.0,GOOD BROTHERS BBQ,478 Dundas St W None M5T 1G9,auto_classified
10800046.0,GOOD BROTHERS BBQ,472 Dundas St W None M5T 1G9,auto_classified
10808547.0,GOOD CATCH CAFE,1800 Sheppard Ave E Unit-1100 M2J 5A7,auto_classified
10777199.0,GOOD EARTH COFFEEHOUSE,8 Wellesley St E None M4Y 3B2,auto_classified
10846234.0,GOOD GANG ICE CREAM,"656 ANNETTE ST, Unit-101 None M6S 2C6",auto_classified
10829708.0,GOOD VIBES GRILL,203 Humber College Blvd None M9W 5L7,auto_classified
10823062.0,GOOD VIBES GRILL (FOOD EMPORIUM),205 Humber College Blvd None M9W 5L7,auto_classified
10808148.0,GOODIEBAG/ROYA'S CHICKEN WRAPS,556 Mount Pleasant Rd None M4S 2M6,auto_classified
10789973.0,GRABB A PIZZA,2428 Islington Ave Unit-108 M9W 3X8,auto_classified
10859153.0,GRACE BAKERY INC,208 Oakdale Rd None M3N 2S5,auto_classified
10811817.0,GRAM'S PIZZA,1640 DUPONT ST None M6P 3T2,auto_classified
10803781.0,GRAND BAZAAR TURKISH CUISINE,3354 Keele St None M3J 1L5,auto_classified
10821999.0,GRANDMA KITCHEN,416 Spadina Ave None M5T 2G7,auto_classified
10793747.0,GRAYSON'S RUSTIC BAKERY,1672 Kingston Rd None M1N 1S5,auto_classified
10823773.0,GREEDY GOOSE KITCHEN & BAR,803 King St W None M5V 1N4,auto_classified
10791005.0,GREEK TAVERNA,3080 Bloor St W None M8X 1C8,auto_classified
10781570.0,GREEN BAMBOO VIETNAMESE CUISINE,1266 BLOOR ST W None M6H 1N8,auto_classified
10858725.0,GREY MATLOCK BAKERY,1770 Albion Rd Unit-41 M9V 1C2,auto_classified
10840182.0,GRILL GATE,4907 Yonge St None M2N 5N4,auto_classified
10788605.0,GRILLIES,4905 Yonge St None M2N 5N4,auto_classified
10796436.0,GRILLIES,3075 Bloor St W None M8X 1C7,auto_classified
10847062.0,GRILLIES ON QUEEN STREET,1468 Queen St W Bldg-- M6K 1M4,auto_classified
10778648.0,GRILLWAY SUBS & BURGERS,522 Annette St None M6P 1S3,auto_classified
10832659.0,GUAC MEXI GRILL,436 Church St Unit-B M5B 2A4,auto_classified
10828101.0,GUELAGUETZA RESTAURANT & GRILL,1742 Jane St Bldg-- M9N 2S9,auto_classified
10793703.0,GUNGUN RICE NOODLE,565 Yonge St None M4Y 1Z2,auto_classified
10847711.0,GUS TACOS,1955 Queen St E None M4L 1H7,auto_classified
10780717.0,GUS TACOS,270 Browns Line None M8W 3T5,auto_classified
10798150.0,GUS TACOS,1028 Bloor St W None M6H 1M2,auto_classified
10808198.0,GUS TACOS,486 Front St W Unit-WM33 M5V 0V2,auto_classified
10850585.0,GUS TACOS,3185 Yonge St None M4N 2K9,auto_classified
10846099.0,GUWOO GRAINS NOODLES,167 Ravel Rd None M2H 1T1,auto_classified
10826093.0,GWALIA SWEETS AND RESTAURANT,1960 Ellesmere Rd Bldg-1 M1H 2V9,auto_classified
10859646.0,GYROS PIZZA FUSION,3541 St Clair Ave E None M1K 1L6,auto_classified
10798921.0,Gyodong Restaurant,694 Bloor St W None M6G 1L4,auto_classified
10814780.0,HAIDA SANDWICH,2417 Yonge St None M4P 2E7,auto_classified
10856201.0,HAILED COFFEE,112 Elizabeth St Unit-2 M5G 1P5,auto_classified
10783440.0,HAJIME JAPANESE RESTAURANT,2209 Queen St E None M4E 1E8,auto_classified
10789718.0,HAKKA COTTAGE RESTAURANT,820 Markham Rd Unit-4 M1H 2Y2,auto_classified
10804010.0,HAKKA ELEVEN ASIA AND CARIBBEAN CUISINE,2873 Lawrence Ave E Unit-2 M1P 2S8,auto_classified
10861027.0,HAKKA KHAZANA RESTAURANT,2003 Avenue Rd None M5M 4A5,auto_classified
10806382.0,HAKKA NO.1 RESTAURANT,2584 Finch Ave W None M9M 2G3,auto_classified
10840286.0,HALE COFFEE,1 Adelaide St E Unit-110 M5C 2V9,auto_classified
10821569.0,HALE COFFEE COMPANY,2149 Yonge St Unit-101 None,auto_classified
10836755.0,HAMONIÉ CAFE,55 Town Centre Crt Unit-110 M1P 4X4,auto_classified
10782820.0,HANA DON JAPANESE CUISINE,130 Dundas St W Bldg-103 M5G 1C3,auto_classified
10804256.0,HANA RAMEN,1024 Gerrard St E None M4M 1Z5,auto_classified
10863377.0,HAPPY BURGER,689 Queen St E None M4M 1G6,auto_classified
10840610.0,HARBOUR CASTLE - MAIN KITCHEN,1 Harbour Sq None M5J 1A6,auto_classified
10822548.0,HARBOUR COFFEE BAR,1 Harbour Sq None M5J 1A6,auto_classified
10843321.0,HARBOURFRONT CAFE 2025,1 YONGE ST None M5E 1E5,auto_classified
10845394.0,HARLEM RESTAURANT,745 QUEEN ST W None M6J 1G1,auto_classified
10820076.0,HARMONY HOT POT,"633 SILVER STAR BLVD, Unit-110-111 None M1V 5N1",auto_classified
10843184.0,HAROO KOREAN RESTAURANT,3858 Bloor St W None M9B 1L1,auto_classified
10849480.0,HARVEST CLEAN EATS,65 Front St W None M5J 1E6,auto_classified
10787193.0,HARVEY'S,2990 Eglinton Ave E None M1J 2E7,auto_classified
10787608.0,HARVEY'S,805 The Queensway None M8Z 1N6,auto_classified
10816235.0,HARVEY'S,10 Dundas St E Unit-337 M5B 2G9,auto_classified
10836097.0,HARVEY'S,75 Hanna Ave Unit-3 M6K 3N7,auto_classified
10800580.0,HARVEY'S,2150 Bloor St W None M6S 1M8,auto_classified
10777918.0,HARVEY'S (#2250),278 Jarvis St None M5B 2C5,auto_classified
10817695.0,HATAY KEBAB HOUSE,2762 Keele St None M3M 2G2,auto_classified
10830515.0,HAY SUSHI,15-17 Spring Garden Ave Unit-4-5 M8Z 3W8,auto_classified
10828491.0,HAYAL KURDISH CIGKOFTE RESTAURANT,860 Wilson Ave None M3K 1E5,auto_classified
10830512.0,HAYMISHE BAKERY,3031 BATHURST ST None M6B 3B5,auto_classified
10806595.0,HAZEL'S DINER,3401 Yonge St None M4N 2M8,auto_classified
10817357.0,HEATHER'S KITCHEN,2700 Dufferin St Unit-13 M6B 4J3,auto_classified
10828729.0,HEFFY'S FRIED CHICKEN,1054 Kingston Rd None M1N 1N4,auto_classified
10801014.0,HELLO WINGS + PIZZA,585 Middlefield Rd Unit-18 M1V 4Y5,auto_classified
10854019.0,HEM KITCHEN & CAFE,4401 Sheppard Ave E None M1S 1T9,auto_classified
10807112.0,HERMIE'S DINER,1595 Bayview Ave None M4G 3B5,auto_classified
10829323.0,HERO BURGERS,318 Burnhamthorpe Rd None M9B 2A1,auto_classified
10789000.0,HERO CERTIFIED BURGERS,1397 YONGE ST None M4T 1Y4,auto_classified
10791787.0,HERO CERTIFIED BURGERS,720 King St W Unit-150 M5V 2T3,auto_classified
10844550.0,HERO CERTIFIED BURGERS,6015 Steeles Ave E Unit-103 None,auto_classified
10850423.0,HERO CERTIFIED BURGERS,77 WELLESLEY ST E None M4Y 1H7,auto_classified
10779656.0,HERO TEA,5285 Yonge St None M2N 5R3,auto_classified
10803780.0,HERO TEA,670 Yonge St None M4Y 2A6,auto_classified
10804884.0,HERON RESTAURANT,"3008 BLOOR ST W, Unit-A None M8X 1C2",auto_classified
10839066.0,HEY TEA,3290 Midland Ave Unit-9 M1V 3Z9,auto_classified
10775638.0,HIGH NOTES COFFEE + VINYL,2057 Dundas St W None M6R 1W8,auto_classified
10844199.0,HIGHLY LIKELY COFFEE,1189 Queen St W 5 M6J 1J4,auto_classified
10854283.0,HIN SUSHI CHANXIAOGUAN,5661 Steeles Ave E Unit-5 M1V 5P6,auto_classified
10799438.0,HITOTOKI BAKERY,25 Carlton St Unit-D M5B 1L2,auto_classified
10784479.0,HIYA SCONE & COFFEE,1389 Dundas St W None M6J 1Y4,auto_classified
10835355.0,HOKKAIDO RAMEN SANTOUKA,3280 Midland Ave Unit-23 M1V 4W9,auto_classified
10780592.0,HOKUBU RAMEN,2250 Queen St E None M4E 1G2,auto_classified
10836859.0,HOLI TACO,1636 Queen St E Unit-A M4L 1G3,auto_classified
10818964.0,HOLMPEI CAFE  BISTRO,122 Dundas St W Bldg-1 M5G 1C3,auto_classified
10852772.0,HOMESTRETCH (HOOF BEATS) KITCHEN,555 REXDALE BLVD None M9W 7G3,auto_classified
10852774.0,HOMESTRETCH BAR,555 Rexdale Blvd None M9W 7G3,auto_classified
10852773.0,HOMESTRETCH GRILL,555 Rexdale Blvd None M9W 7G3,auto_classified
10811390.0,HONESTLY GOOD CHICKEN FINGERS,486 Front St W Unit-WM26 M5V 0V2,auto_classified
10824095.0,HONESTLY GOOD CHICKEN FINGERS,25 The West Mall Bldg-26 M9C 1B8,auto_classified
10832239.0,HONEYS ICE CREAM,"46 NOBLE ST, Unit-107 None M6K 2C9",auto_classified
10856752.0,HONGKONG NOODLE,30 Eglinton Ave E None M4P 1A6,auto_classified
10852993.0,HOOPS SPORTS BAR & GRILL,131 Bremner Blvd None M5J 3A7,auto_classified
10782763.0,HOT HOT RICE NOODLE,183 Dundas St W None M5G 1C7,auto_classified
10854896.0,HOT POT CARIBBEAN CUISINE,98 Crockford Blvd Rm-98 M1R 3C3,auto_classified
10799361.0,HOT POT RESTAURANT,1545 Eglinton Ave W None M6E 2G7,auto_classified
10824150.0,HOTEL X - CAFE X - 2ND FL,111 Princes Blvd None M6K 3C3,auto_classified
10824149.0,HOTEL X - ROOM SERVICES KITCHEN,111 Princes Blvd None M6K 3C3,auto_classified
10824128.0,HOTEL X - TERRACE BAR - 4TH FL,111 PRINCES BLVD None M6K 3C3,auto_classified
10797526.0,HOU KEE CHINESE BISTRO,5 Northtown Way Unit-7 M2N 7A1,auto_classified
10844218.0,HUDA RESTAURANT,4035 Gordon Baker Rd None M1W 2P3,auto_classified
10861016.0,HUJRA RESTAURANT,805 BRIMLEY RD None M1J 1C9,auto_classified
10859597.0,HUNANESE FUSION CUISINE,"633 SILVER STAR BLVD, Unit-109 None M1V 5N1",auto_classified
10817874.0,HURRY CURRY,200 Front St W Unit-F010 M5V 3K2,auto_classified
10840198.0,HYATT REGENCY TORONTO - MAIN KITCHEN,370 King St W None M5V 1J9,auto_classified
10807879.0,HYDERABAD CAFE,2606 EGLINTON AVE E None M1K 2R9,auto_classified
10786914.0,HYPE BBQ,3330 Pharmacy Ave Unit-K M1W 3V8,auto_classified
10800212.0,IBET SUSHI,1260 BLOOR ST W None M6H 1N5,auto_classified
10814771.0,ICE CREAM ON THE ROCK,1753 Albion Rd Unit-5 M9V 1C3,auto_classified
10791410.0,ICE CREAM WAFFLES - CNE 2025 - KW,100 PRINCES BLVD None M6K 3C3,auto_classified
10816985.0,ICE CREAM'S ICE CREAM,1607 Dupont St None M6P 3S8,auto_classified
10789284.0,ICHIBAN SUSHI,1864 QUEEN ST E None M4L 1H2,auto_classified
10775580.0,ID LOVE RESTAURANT,"21 SIGNAL HILL AVE, Unit-1 None M9W 6V8",auto_classified
10844825.0,IDK SOCIAL BAR,172 OSSINGTON AVE None M6J 2Z7,auto_classified
10816000.0,IDUCKS KITCHEN,5372 YONGE ST None M2N 5R5,auto_classified
10808238.0,IF CAFE,3472 KEELE ST None M3J 3M1,auto_classified
10863325.0,IKKA RAMEN,6048 Yonge St None M2M 3W5,auto_classified
10844751.0,IKKOUSHA RAMEN YONGE/GERRARD,374 Yonge St Bldg-A M5B 1S6,auto_classified
10838282.0,IMM THAI KITCHEN,651 College St None M6G 1B7,auto_classified
10832334.0,IMPACT KITCHEN,2555 Yonge St None M4P 2H9,auto_classified
10832698.0,IMPACT KITCHEN,181 Bay St None M5J 2T3,auto_classified
10821897.0,IMPERFECT  EATS,312 Adelaide St W None M5V 1R2,auto_classified
10771306.0,IMPERFECT FRESH EATS,808 York Mills Rd Unit-A01020A M3B 1X8,auto_classified
10776972.0,IMPERFECT FRESH EATS,1108 Bay St None M5S 2Y1,auto_classified
10802814.0,IMPERFECT FRESH EATS,4841 Yonge St Unit-117A M2N 5X2,auto_classified
10804022.0,IMPERFECT FRESH EATS,153 EAST LIBERTY ST None M6K 3K4,auto_classified
10859749.0,IMPERFECT FRESH EATS,"5245 DUNDAS ST W, Unit-3 None M9B 1A5",auto_classified
10833607.0,INDIAN BIRYANI AND PARANTHA KITCHEN,"20 LOCKPORT AVE, Unit-108 None M8Z 2R7",auto_classified
10799347.0,INDRAPRASTHA INDIAN KITCHEN AND BAR,5 Baldwin St None M5T 1L1,auto_classified
10772189.0,INIYA'S KITCHEN,2985 Islington Ave None M9L 2K9,auto_classified
10816700.0,INSIEME RESTAURANT,122 ATLANTIC AVE None M6K 1X9,auto_classified
10788700.0,INSOMNIA COOKIES,85 The Pond Rd Unit-C4-130 M3J 0L7,auto_classified
10846032.0,IRINA'S DELI MARKET,562 Sheppard Ave W None M3H 2R9,auto_classified
10846508.0,ISABELLA MOCHI DONUT,2300 Yonge St Unit-S002 M4P 1E4,auto_classified
10830940.0,ISABELLA'S MOCHI DONUT BOUTIQUE,1663 Bayview Ave Unit-100 M4G 3C1,auto_classified
10808665.0,ISABELLA'S MOCHI DONUTS,486 Front St W Unit-WM49 M5V 0V2,auto_classified
10812929.0,ISABELLA'S MOCHI DONUTS,65 Front St W None M5J 1E6,auto_classified
10790143.0,ISLAND BREEZE AUTHENTIC JAMAICAN RESTAURANT,34 NELSON ST None M1J 2V3,auto_classified
10841025.0,ISLAND CAFE,45 CHANNEL AVE None M5J 1Y4,auto_classified
10788287.0,ISSAI JAPANESE EATERY,101 ESTHER SHINER BLVD None M2K 0C3,auto_classified
10825040.0,ISTANBUL CAFE 34,2801 Keele St Unit-106 M3M 2G6,auto_classified
10796975.0,ISTANBUL KEBAB HOUSE,90 Eglinton Ave E Unit-101 M4P 2Y3,auto_classified
10857820.0,ITS TEA,102 Peter St None M5V 2G7,auto_classified
10841144.0,IVY. COFFEE SHOP,109 Queens Quay  W None M5J 2T5,auto_classified
10815531.0,Islington Golf Club-Bar,45 RIVERBANK DR None M9A 5B8,auto_classified
10833020.0,J & T JAMAICAN RESTAURANT,1935 Weston Rd None M9N 1W7,auto_classified
10766388.0,J SAN SUSHI & MARKET,3365 Steeles Ave E Unit-B01 M2H 0A7,auto_classified
10831888.0,J STAR CAFE,2677 Eglinton Ave E Unit-5 M1K 2S2,auto_classified
10848123.0,JACKED UP COFFEE,120 Adelaide St W None M5H 1T1,auto_classified
10859219.0,JAMKHOU'S KITCHEN INC.,"105 VANDERHOOF AVE, Unit-8 None M4G 2H7",auto_classified
10862293.0,Four Season Cafe + Bistro,434 Dundas St W None M5T 1G7,auto_classified
10845504.0,JELLY BEAN CAKE AND DESSERT,3336 Yonge St Flr-2 M4N 2M4,auto_classified
10859307.0,JEONG'S KITCHEN,2011 Steeles Ave W Unit-J2 M3J 3N3,auto_classified
10809062.0,JEPRIMO'S BAKESHOP,153 Morningside Ave Unit-A M1E 3C8,auto_classified
10827813.0,JERSEY MIKE'S SUBS,808 York Mills Rd None M3B 1X8,auto_classified
10817499.0,JESSE JR FILIPINO RESTAURANT,1547 O'Connor Dr None M4B 2V7,auto_classified
10843609.0,JI MODERN SOUTH ASIAN GRILL,130 King St W None M5X 1K7,auto_classified
10843543.0,JIANG HU BBQ,390 Silver Star Blvd Unit-112 M1V 0G5,auto_classified
10824800.0,JIANGNAN HANDMADE DIM SUM,4750 Yonge St Unit-142 M2N 5M6,auto_classified
10782192.0,JIMBU HIMALAYAN CUISINE,1508 Queen St W None M6R 1A4,auto_classified
10830601.0,JIMMY JOHN'S SANDWICHES,197 North Queen St Bldg-C M9C 4Y1,auto_classified
10859173.0,JIMMYZ SPORTS BAR & GRILL,2041 EGLINTON AVE W None M6E 2K4,auto_classified
10854752.0,JIN SUSHI,38 Forest Manor Rd Unit-D None,auto_classified
10788652.0,JING CHINESE RESTAURANT,1634 Bayview Ave None M4G 3B7,auto_classified
10779370.0,JK PIZZA,825 Coxwell Ave Rm-FC-3 M4C 3E7,auto_classified
10798829.0,JKSON'S RESTAURANT,2811 Weston Rd None M9M 2R8,auto_classified
10830840.0,JOANNE'S DELI,234 Eglinton Ave E None M4P 1K5,auto_classified
10825740.0,JOEY RESTAURANT KING STREET,20 King St W None M5H 1C4,auto_classified
10820861.0,JOEY TURKS ISLAND GRILL,1900 Eglinton Ave E Unit-E4 M1L 2L9,auto_classified
10798203.0,JOHNSON FAMILY BAKERY,993 QUEEN ST E None M4M 1K2,auto_classified
10832586.0,JOYCE JAMAICAN EATERY,"3300 DUFFERIN ST, Unit-F None M6A 2T5",auto_classified
10799791.0,JOYOUS CHINESE CUISINE,5505 Leslie St None M2H 3N6,auto_classified
10840900.0,JU-RAKU JAPANESE RESTAURANT,2901 Bayview Ave Unit-101 M2K 1E6,auto_classified
10859198.0,JUDY'S BEACH CAFE,2188 Queen St E None M4E 1E6,auto_classified
10785231.0,JUGO JUICE,66 WELLINGTON ST W None M5X 1H6,auto_classified
10835836.0,JUGO JUICE,1886B QUEEN ST E None None,auto_classified
10832872.0,JUICY BIRDS NASHVILLE HOT CHICKEN,1877 Lawrence Ave E None M1R 2Y3,auto_classified
