unified_est_id,est_name,address,classification
10863643.0,DOSE LOUNGE LTD,1334 DANFORTH AVE None M4J 1M9,ambiguous
10777290.0,DOTTY'S,1588 Dupont St None M6P 3S6,ambiguous
10831159.0,DOU YIN BAR,2901 Kennedy Rd 1B M1V 1S8,likely_restaurant
10788894.0,DOUBLE DOUBLE PIZZA & CHICKEN & TASTE OF AGRA,3420 Lawrence Ave E Unit-2 M1H 1A9,likely_restaurant
10825334.0,DOUGH BOX,21 Rexdale Blvd Unit-4001 M9W 5Z3,ambiguous
10844754.0,DOUGHBOX,1050 Finch Ave W None M3J 2E2,ambiguous
10852813.0,DOUGHBOX WOOD FIRED PIZZA AND PASTA,1466 Eglinton Ave W Unit-1 M6E 2G5,likely_restaurant
10784306.0,DOUGHBOX WOODFIRE PIZZA AND PASTA,40 University Ave Unit-7 M5J 1T1,likely_restaurant
10783917.0,DOURO BAKERY,1263 Weston Rd None M6M 4P9,likely_restaurant
10802123.0,DOWNSVIEW PUBLIC SCHOOL,2829 KEELE ST None M3M 2G7,likely_not_restaurant
10830100.0,DPRTMNT,473 Adelaide St W None M5V 1T1,ambiguous
10815016.0,DR. NORMAN BETHUNE C.I. - SNP,200 Fundy Bay Blvd None M1W 3G1,ambiguous
10790682.0,DRAGON CITY CORNER SNACK,280 Spadina Ave Flr-MAIN FLOOR M5T 3A5,ambiguous
10860587.0,DRAGON VIEW SEAFOOD RESTAURANT,4452 Sheppard Ave E None M1S 1V2,likely_restaurant
10828975.0,DREAM BUBBLE TEA,3379 Yonge St Unit-6 M4N 2M8,likely_restaurant
10798534.0,DREAMLAND COTTON CANDY (DWV 2025),55 Mill St None M5A 3C4,ambiguous
10809609.0,DREWRY SECONDARY SCHOOL-SNP,70 Drewry Ave None M2M 1C8,likely_not_restaurant
10832475.0,DREWS RESIDENTIAL SERVICES,11 Loradeen Cres None M1B 1T7,ambiguous
10857275.0,DREWS RESIDENTIAL SERVICES,27 Gemshaw Cres None M1B 1L3,ambiguous
10830337.0,DRINK OF THE GODS - DWV 2025,55 Mill St None M5A 3C4,ambiguous
10864017.0,DUA'S COFFEE,1244 Yonge St Unit-A M4T 1W5,likely_restaurant
10849128.0,DUBAIMO CHOCOLATES,1020 St Clair Ave W None M6E 1A4,ambiguous
10811500.0,DUBLIN HEIGHTS ELEMENTARY & MIDDLE SCHOOL,100 BAINBRIDGE AVE None M3H 2K2,likely_not_restaurant
10796555.0,DUDU'S CAFE AND BUBBLE TEAHOUSE,250 Wincott Dr 13 M9R 2R5,likely_restaurant
10809858.0,DUFFERIN GROVE PARK - CLUB HOUSE KITCHEN,875 Dufferin St None M6H 4J3,likely_restaurant
10852827.0,DUHOK SHAWARMA,1635 Lawrence Ave W Unit-10 M6L 3C9,likely_restaurant
10825628.0,DULCE AROMA,1635 Lawrence Ave W Bldg-17 M6L 3C9,ambiguous
10829135.0,DULCE MOMENTOS,1826 St Clair Ave W None M6N 1J5,ambiguous
10847106.0,DULZURA MEXICAN DESSERTS,9 Milvan Dr Unit-6A-1 M9L 1Y9,likely_restaurant
10857374.0,DUNDAS STREET EAST CHILD CARE CENTRE,935 Dundas St E None M4M 1R4,likely_not_restaurant
10829576.0,DUNN HOUSE,90 Dunn Ave None M6K 2R6,ambiguous
10826816.0,DUO DUO FRUIT,422 Spadina Ave None M5T 2G7,ambiguous
10825111.0,DUODUO FRUIT SHOP,95 Esther Shiner Blvd None M2K 0C3,ambiguous
10536225.0,Dollarama,3003 Danforth Ave Unit-15 M4C 1M9,likely_not_restaurant
10784698.0,Domino's,871 O'Connor Dr None M4B 2S7,ambiguous
10791467.0,D|BAR (FOUR SEASONS HOTEL),60 Yorkville Ave None M4W 0A4,likely_restaurant
10774439.0,EAGLES LOUNGE,1563 O'CONNOR DR None M4B 2V7,ambiguous
10686257.0,EARL GREY SENIOR PUBLIC SCHOOL,100 STRATHCONA AVE None M4J 1G8,likely_not_restaurant
10777519.0,EARL'S RESTAURANT,3401 Dufferin St Unit-17 M6A 2T9,likely_restaurant
10845016.0,EARLA'S KITCHEN,477 OAKWOOD AVE None M6E 2W4,likely_restaurant
10806705.0,EARLS KITCHEN + BAR,603 King St W None M5V 1M5,likely_restaurant
10795061.0,EARLS KITCHEN AND BAR,55 Bloor St W Unit-113 M4W 1A5,likely_restaurant
10784322.0,EARTH SALON,"111 YORKVILLE AVE, Unit-3 None M5R 1C1",likely_not_restaurant
10832175.0,EAST ANGUS GROCERY,"255 DUNCAN MILL RD, Unit-904 None M3B 3H9",ambiguous
10790667.0,EAST TORONTO COFFEE,"2318 DANFORTH AVE, Unit-3 None M4C 1K7",likely_restaurant
10811187.0,EAST YORK ALTERNATIVE SECONDARY SCHOOL,670 COSBURN AVE None M4C 2V2,likely_not_restaurant
10811189.0,EAST YORK COLLEGIATE INSTITUTE,650 COSBURN AVE None M4C 2V2,likely_not_restaurant
10773569.0,EASTDALE COLLEGIATE INSTITUTE - SNP,701 Gerrard St E Flr-2 M4M 1Y4,likely_not_restaurant
10813230.0,EASTSIDE CLUB CHILD CARE CENTRE,100 Galloway Rd None M1E 1W7,likely_not_restaurant
10846202.0,EASY CONVENIENCE STORE,"3655 ST CLAIR AVE E, Unit-2 None M1M 1T1",likely_not_restaurant
10862336.0,EASY RESTAURANT,1645 Queen St W None M6R 1A9,likely_restaurant
10844631.0,EATALY DISTILLERY,21 Trinity St None M5A 3C4,ambiguous
10812020.0,EATALY DON MILLS,1090 Don Mills Rd None M3C 3R6,ambiguous
10796223.0,EATALY SHERWAY,25 The West Mall Dept-- M9C 1B8,ambiguous
10805641.0,EATDRINKLAUGH,87 Thornmount Dr Unit-24 M1B 5S5,ambiguous
10822722.0,ECHO SUSHI,2036 Yonge St None M4S 1Z9,likely_restaurant
10863339.0,ECOLE  ELEMENTAIRE  LA MOSAIQUE,80 QUEENSDALE AVE None M4J 1Y3,ambiguous
10826000.0,ECOLE ELEMENTAIRE CHARLES-SAURIOL,55 PELHAM AVE None M6N 1A5,ambiguous
10802639.0,ECOLE GABRIELLE-ROY,14 Pembroke St None M5A 2N7,ambiguous
10863214.0,ECOLE SECONDAIRE MICHELLE-O'BONSAWIN - SNP - AM,24 Mountjoy Ave None M4J 1J6,ambiguous
10827918.0,ECOLE SECONDAIRE TORONTO OUEST,330 Lansdowne Ave None M6H 3Y1,ambiguous
10809533.0,ECOLE SECONDARIE ETIENNE-BRULE - STUDENT NUTRITION PROGRAM,300 Banbury Rd None M2L 2V3,likely_not_restaurant
10804391.0,EDESSA BANQUET HALL,1811 Albion Rd None M9W 5W4,likely_not_restaurant
10815710.0,EDILL'S COFFEE HOUSE,1412 Kennedy Rd Unit-1-1A M1P 2L7,likely_restaurant
10797546.0,EDO JAPAN,1121 Castlefield Ave None M6B 1E8,ambiguous
10823661.0,EDO JAPAN,452 Yonge St Bldg-1 M4Y 1W9,ambiguous
10840173.0,EDWARD JOHNSON BUILDING MUSIC CAFE,80 Queen'S Park None M5S 2C5,likely_restaurant
10811159.0,EELAM TRINCO BAY,1001 Sandhurst Crcl Unit-8 M1V 1Z6,ambiguous
10863024.0,EGE MARKET,2319 Keele St Unit-102 M6M 4A1,ambiguous
10817664.0,EGG CLUB UNION STATION,65 Front St W None M5J 1E6,ambiguous
10792937.0,EGGHOLIC,"3478 LAWRENCE AVE E, Unit-C3 None M1H 1A9",ambiguous
10812803.0,EGGHOLIC,2687 Kipling Ave Unit-16B M9V 5G6,ambiguous
10809746.0,EGGSMART,2947 Bloor St W Unit-A M8X 1B8,ambiguous
10826518.0,EGGSMART,6 Rylander Blvd Unit-6 M1B 0B6,ambiguous
10834322.0,EGGSMART,1961 Kennedy Rd Unit-1 M1P 5A2,ambiguous
10840176.0,EGGSMART,51 Elm St Bldg-1 M5G 1H1,ambiguous
10843294.0,EGGSMART,2690 Eglinton Ave E Unit-2690 M1K 2S3,ambiguous
10841506.0,EGGSTATIC,235 Consumers Rd Unit-E-1 M2J 0E9,ambiguous
10840719.0,EGGY'S WAFFLES,3276 Midland Ave Unit-C125 M1V 0C8,ambiguous
9004904.0,EGLINTON SMOKE SHOP,"150 EGLINTON AVE E, Unit-2 None M4P 1E8",ambiguous
10816241.0,EHERB NATURAL HEALTHY FOOD,983 College St None M6H 1A6,ambiguous
10786395.0,EHWA UPTOWN,4866 Yonge St None M2N 5N2,ambiguous
10826709.0,EITZ CHAIM GIRLS SCHOOL - SNP,1 Viewmount Ave None M6B 1T2,likely_not_restaurant
10860859.0,EJI'S KITCHEN,19 Woodbine Downs Blvd Unit-101 - 103 None,likely_restaurant
10828977.0,EL CAMARON LOCO,9 Milvan Dr Unit-405-1 M9L 1Y9,ambiguous
10825851.0,EL CATRACHO LATIN STORE TIENDA LATINA,1812 JANE ST None M9N 2T3,ambiguous
10863493.0,EL CHINO ANTOJITOS BAR,1251 Bloor St W None M6H 1N6,likely_restaurant
10854916.0,EL EDEN,1270 Finch Ave W Unit-15 M3J 3J7,ambiguous
10848532.0,EL ESTROBO,9 Milvan Dr Unit-8-9 M9L 1Y9,ambiguous
10791711.0,EL GRECO,160 Floyd Ave None M4K 2B7,ambiguous
10818363.0,EL HIJO DE TIZOC,797 Gerrard St E None M4M 1Y5,ambiguous
10816740.0,EL INKA,21 St Clair Ave E Unit-100 M4T 1L9,ambiguous
10829982.0,EL MERCADITO,1107 VICTORIA PARK AVE None M4B 2K2,ambiguous
10848536.0,EL MESON DEL CHARRO,1824 Jane St None M9N 2T3,ambiguous
10831783.0,EL MITOTE,1136 COLLEGE ST None M6H 1B6,ambiguous
10863403.0,EL MOCAMBO,464 Spadina Ave None M5T 2G8,ambiguous
10778272.0,EL NAHUAL TACOS,556 Parliament St None M4X 1P6,likely_restaurant
10810898.0,EL PACHO COFFEE ROASTERS,40 University Ave None M5J 1T1,likely_restaurant
10820907.0,EL PALOMAR EMPANADAS AND GELATO,1357 St Clair Ave W None M6E 1C5,ambiguous
10811315.0,EL PUERTO MARISQUERIA,1727 Eglinton Ave W None M6E 2H4,ambiguous
10838492.0,EL PUESTESITO HIDALGUENSE,1081 St Clair Ave W None M6E 1A8,ambiguous
10802964.0,EL RINCON GUERRERENSE,2879 Kingston Rd None M1M 1N3,ambiguous
10828018.0,EL RINCON GUERRERENSE,912 DANFORTH AVE None M4J 1L9,ambiguous
10855353.0,EL TENEDOR CAFE,909 Yonge St None M4W 2H2,likely_restaurant
10800100.0,ELECTRIC BILL,866 Bloor St W None M6G 1M5,ambiguous
10825997.0,ELECTRIC LOVE BAKESHOP,900 Wilson Ave None M3K 1E7,likely_restaurant
10800200.0,ELEVEN NINETY-TWO,1192 QUEEN ST W None M6J 1J6,ambiguous
10804387.0,ELFS STUCCO EMPLOYERS SOCIETY,1315 Finch Ave W None M3J 2G6,ambiguous
10842693.0,ELIA JUNIOR MIDDLE SCHOOL LUNCH PROGRAM,215 Sentinel Rd None M3J 1T7,likely_not_restaurant
10818016.0,ELIJAHS AUTOMATIC FLAME BROILED,821 The Queensway Bldg-FL1 M8Z 1N6,ambiguous
10852411.0,ELIM RESTAURANT AND CAFE,1105 College St None M6H 1B4,likely_restaurant
10780147.0,ELMLEA CHILD CARE CENTRE,50 Hadrian Dr None M9W 1V4,likely_not_restaurant
10851574.0,ELOISE-BARCART,38 The Esplanade None M5E 1A5,ambiguous
10799313.0,ELSIE'S,3365 DUNDAS ST W None M6S 2R9,ambiguous
10496324.0,ELTE CAFE,80 RONALD AVE None M6E 5A2,likely_restaurant
10853644.0,ELYSIAN LOUNGE,134 Millwick Dr Unit-C M9L 1Y6,ambiguous
10860569.0,EMBASSY SUITES BY HILTON - WESTSIDE SOCIAL EATERY,262 Carlingview Dr MAIN LEVEL M9W 5G1,likely_restaurant
10836843.0,EMERALD BANQUET HALL,55 Guided Crt None M9V 5G2,likely_not_restaurant
10863394.0,EMERGE PHARMACY,302 Spadina Ave None M5T 2E7,likely_not_restaurant
10852707.0,EMILIA,505 Richmond St W None M5V 1Y3,ambiguous
10843115.0,EMILIO'S MEXICAN BAKERY,634 Vaughan Rd Unit-A M6E 2Y3,likely_restaurant
10863556.0,EMILY CARR P.S. - SNP - MORNING MEAL,90 JOHN TABOR TRL None M1B 2V2,ambiguous
10857369.0,EMMA'S EATERY,"938 St Clair Ave W Unit-2,3 M6C 1C8",likely_restaurant
10849962.0,EMPIRE SANDY,539 Queens Quay  W None M5V 3G3,ambiguous
10371388.0,EMPRESS OF CANADA,260 Queens Quay  W None M5J 2N3,ambiguous
10830663.0,ENCHANTED POUTINERIE,45 Abraham Welsh Rd Unit-B7 M9M 0G6,ambiguous
10829815.0,ENJOY TEA,"5 NORTHTOWN WAY, Unit-15 None M2N 7A1",likely_restaurant
9005036.0,ENTERPRISE 2000,176 Cherry St None M5A 3L1,ambiguous
10847261.0,ENZI ICE CREAM,5317 Yonge St Unit-E M2N 5R4,likely_restaurant
10800626.0,EOL NATURALS,48 Kensington Ave None M5T 2K1,ambiguous
10808462.0,EPI BREADS,105 Vanderhoof Ave Unit-9 M4G 2H7,ambiguous
10808608.0,EPOCHAL IMP,123 DANFORTH AVE None M4K 1N2,ambiguous
10857533.0,EPOS CAFE COUTURE,90 Yorkville Ave None M5R 1B9,likely_restaurant
10818444.0,EPOS COFFEE,290 Gerrard St E None M5A 2G4,likely_restaurant
10861329.0,ERNEST PUBLIC SCHOOL STUDENT NUTRITION PROGRAM,150 Cherokee Blvd None M2J 4A4,likely_not_restaurant
10848107.0,EROON SUPERMARKET,"5 NORTHTOWN WAY, Unit-5-6 None M2N 7A1",likely_not_restaurant
10772083.0,ESC PÈRE-PHILIPPE-LAMARCHE - CAFETERIA,2850X Eglinton Ave E None M1J 2C8,likely_restaurant
10772080.0,ESC PÈRE-PHILIPPE-LAMARCHE - SNP,2850X Eglinton Ave E None M1J 2C8,ambiguous
10740063.0,ESCAPE TO,"539 QUEENS QUAY W, TORONTO YACHTS None M5V 3G3",ambiguous
10838114.0,ESFAHAN RESTAURANT,199 Sheppard Ave E None M2N 3A8,likely_restaurant
10847979.0,ESPRO,2102 QUEEN ST E None M4E 1E2,ambiguous
10845944.0,ESSEN,3023 Bathurst St None M6B 3B5,ambiguous
10826765.0,ESSENTIALS MARKET,163 Queen St E None M5A 1S1,ambiguous
10813832.0,ESSO,540 EVANS AVE None M8W 2V4,likely_not_restaurant
10802749.0,ESSO CIRCLE K,553 LAKE SHORE BLVD W None M5V 1A6,likely_not_restaurant
10861543.0,ESSO CONVENIENCE,66 NORTH QUEEN ST None M8Z 2C4,likely_not_restaurant
10789564.0,ESSO/ CIRCLE K,866 Avenue Rd None M5P 2K3,likely_not_restaurant
10813403.0,ESSO/ CIRCLE K,2485 Bloor St W None M6S 1P7,likely_not_restaurant
10832264.0,ESSO/CIRCLE K,3514 Weston Rd None M9L 1V6,likely_not_restaurant
10841578.0,EST RESTAURANT,729 Queen St E None M4M 1H1,likely_restaurant
10820684.0,ESTIATORIO MILOS,330 Bay St None M5H 2S8,ambiguous
10787242.0,ESTRELA RESTAURANT,"5 LAVINGTON DR, Unit-1A None M9R 2H1",likely_restaurant
10851420.0,ETHENNONNHAWAHSTIHNEN CHILD CARE CENTRE,100 Ethennonnhawahstihnen' Lane Flr-2 M2K 0G5,likely_not_restaurant
10815261.0,ETHENNONNHAWAHSTIHNEN CRC & LIBRARY KITCHEN,100 Ethennonnhawahstihnen' Lane Flr-2 M2K 0G5,likely_restaurant
10815689.0,ETHIOPIAN NATURAL COFFEE,908 Bloor St W None M6H 1L1,likely_restaurant
10799870.0,ETHIOPIAN SPICE & GROCERY STORE,368 GERRARD ST E None M5A 2G8,ambiguous
10814735.0,ETIENNE BRULE JUNIOR SCHOOL - SNP,50 Cloverhill Rd None M8Y 1T3,likely_not_restaurant
10814306.0,ETOBICOKE COLLEGIATE INSTITUTE -SNP,86 Montgomery Rd None M9A 3N5,likely_not_restaurant
10843966.0,ETOBICOKE SCHOOL OF THE ARTS - SNP,675 Royal York Rd None M8Y 2T1,likely_not_restaurant
10844703.0,EUROPA CAFFE,1168 THE QUEENSWAY None M8Z 1R5,ambiguous
10806024.0,EUROPEAN CUISINE,40 Carl Hall Rd Unit-E3 M3K 2C1,likely_restaurant
10840994.0,EVA'S FRUIT,384 Yonge St Bsmt-UNAVAILABLE M5B 1S8,ambiguous
10833945.0,EVA'S ORIGINAL CHIMNEY AND GUERRILLA BURGER,55 ST CLAIR AVE W None M4V 2Y7,likely_restaurant
10849086.0,EVELYN'S CRACKERS,125 Jefferson Ave None M6K 3E4,ambiguous
10826659.0,EVENTS KITCHENETTE- UFT,230 College St Flr-4 M5T 1R2,likely_restaurant
10787758.0,EVERYDAY BEAUTY BAR,302 Carlaw Ave Unit-120 M4M 3L1,likely_restaurant
10853987.0,EVERYSIDE RESTAURANT,120 Adelaide St W Unit-100 M5H 1T1,likely_restaurant
10839816.0,EVIVVA,39 Eglinton Ave E None M4P 1A1,ambiguous
10791298.0,EVVIVA BREAKFAST AND LUNCH,56 Wellesley St W None M5S 2S3,likely_restaurant
10849369.0,EXOTIX ICE,"97 DOLOMITE DR, Unit-97 None M3J 2N1",ambiguous
10780963.0,EXPO VINTAGE,1450 DUNDAS ST W None M6J 1Y6,ambiguous
10856442.0,EXPRESS PIZZA,80 Ellesmere Rd Unit-8 M1R 4C2,likely_restaurant
10857486.0,FAFA BBQ HOUSE,3278 Midland Ave Unit-D120 M1V 0C9,likely_restaurant
10823294.0,FAINE MEESTO,2790 Lake Shore Blvd W None M8V 1H5,ambiguous
10816592.0,FAIR CATCH FISHMONGERS,1543 BAYVIEW AVE None M4G 3B5,ambiguous
10843838.0,FAIROUZ RESTAURANT & LOUNGE,843 Kipling Ave None M8Z 5G9,likely_restaurant
10826706.0,FAITH CARIBBEAN CUISINE,3449 Dundas St W None M6S 2S5,likely_restaurant
10846507.0,FALCHA,3095 Eglinton Ave E Unit-3 M1J 2E9,ambiguous
10845653.0,FALCHA FUSION,568 Parliament St None M4X 1P8,ambiguous
10851113.0,FALLEN FEATHER,217 Ossington Ave None M6J 2Z8,ambiguous
10805482.0,FAM BURGER,3271 Dufferin St None M6A 2T4,likely_restaurant
10858257.0,FAMILY DAY KENNEDY EXTENDED DAY AND SCHOOL AGE PROGAM,20 Elmfield Cres None M1V 2Y6,likely_not_restaurant
10809655.0,FAMILY FOOD MART,"2468 EGLINTON AVE W, Unit-4 None M6M 5E2",likely_not_restaurant
10859897.0,FAMILY MARKET,2857 DANFORTH AVE None M4C 1M2,ambiguous
10828117.0,FAMOUS WOK,200 Front St W Unit-F004 M5V 3K2,ambiguous
10807143.0,FANCY BURGER,565 Bloor St W None M5S 1Y6,likely_restaurant
10860270.0,FANGIO TRATTORIA,1111 Queen St E None M4M 1K7,ambiguous
10784587.0,FANTASTIC SHAWARMA,2558 Finch Ave W Unit-8A M9M 2G3,likely_restaurant
10786118.0,FANTASY KITCHEN CO,195 Harbord St None M5S 1H6,likely_restaurant
10783361.0,FARM BOY,740 Dupont St None M6G 1Z6,likely_not_restaurant
10832496.0,FARM BOY,147 LAIRD DR None M4G 4K1,likely_not_restaurant
10773894.0,FARM BOY SUGAR WHARF,100 Queens Quay  E None M5E 1Y3,likely_not_restaurant
10790520.0,FARM FRESH PIZZA,2687 Kipling Ave Unit-2 M9V 5G6,likely_restaurant
10858218.0,FAROOJ ABO ALABAD,2064 Lawrence Ave E Unit-2064 M1R 2Z5,ambiguous
10855489.0,FARSI MARKET,"3040 DON MILLS RD, Unit-25A None M2J 3C1",ambiguous
10847475.0,FARYAB RESTAURANT,1801 Lawrence Ave E Unit-1 M1R 2X9,likely_restaurant
10860839.0,FAST FRESH FOODS,200 Front St W None M5V 3K2,ambiguous
10771385.0,FAT BASTARD BURRITO,"96 GERRARD ST E, Unit-3 None M5B 1G7",ambiguous
10779387.0,FAT BASTARD BURRITO,"5085 SHEPPARD AVE E, Unit-15 None M1S 4N8",ambiguous
10805957.0,FAT BASTARD BURRITO,1222 St Clair Ave W None M6E 1B4,ambiguous
10808178.0,FAT BASTARD BURRITO,31 Rexdale Blvd Unit-3107 M9W 1P1,ambiguous
10817175.0,FAT BASTARD BURRITO,2561 Victoria Park Ave None M1T 1A4,ambiguous
10845627.0,FAT BASTARD BURRITO,930 Bloor St W None M6H 1L4,ambiguous
10854321.0,FAT BASTARD BURRITO,2008 Queen St E None M4L 1J3,ambiguous
10859289.0,FAT BASTARD BURRITO CO,2538 Weston Rd None M9N 2A6,ambiguous
10777163.0,FAT BASTARD BURRITO CO.,808 York Mills Rd None M3B 1X8,ambiguous
10805311.0,FAT BASTARD BURRITO CO.,126 Atlantic Ave None M6K 1X9,ambiguous
10828968.0,FAT BASTARD BURRITO CO.,2400 Bloor St W None M6S 1P5,ambiguous
10772100.0,FAT BOY RESTAURANT,"5651 STEELES AVE E, Unit-28 None M1V 5P6",likely_restaurant
10853147.0,FAT LULU'S,705 College St Flr-2 M6G 1C2,ambiguous
10830184.0,FATTY BEAR BAKES,1607 DUPONT ST None M6P 3S8,likely_restaurant
10807098.0,FAV CRAFT KITCHEN,3262 Midland Ave Unit-E107 M1V 0C6,likely_restaurant
10802854.0,FAYWOOD ABC SCHOOL,95 Faywood Blvd None M3H 2X5,likely_not_restaurant
10830444.0,FBI PIZZA ST. CLAIR,1248 St Clair Ave W None M6E 1B7,likely_restaurant
10807994.0,FEATURE 1,220 Yonge St None M5B 2H1,ambiguous
10808121.0,FEATURE 2,220 Yonge St None M5B 2H1,ambiguous
10790131.0,FEED IT FORWARD,2770 Dundas St W None M6P 1Y3,ambiguous
10801295.0,FEED SCARBOROUGH,772 Warden Ave None M1L 4T7,ambiguous
10809776.0,FELFEL MEDITERANIAN CUISINE,"761 DUNDAS ST W, Unit-761 None M6J 1T9",likely_restaurant
10848362.0,FELICE'S NO FRILLS,75 Shuter St None M5B 0B8,likely_not_restaurant
10835054.0,FELLOWSHIP CHRISTIAN REFORM CHURCH,800 Burnhamthorpe Rd None M9C 2Z3,likely_not_restaurant
10794054.0,FENG TAI FOOD COURT,355 Bamburgh Crcl None M1W 3Y1,likely_restaurant
10784021.0,FENSIDE PUBLIC SCHOOL,131 Fenside Dr Rm-STAFF ROOM M3A 2V9,likely_not_restaurant
10835812.0,FERN AVENUE PUBLIC SCHOOL,128 Fern Ave None M6R 1K3,likely_not_restaurant
10787696.0,FESTA FOODS INC,278 Browns Line None M8W 3T5,ambiguous
10813995.0,FICOA,585 College St None M6G 1B2,ambiguous
10832745.0,FIELD FRESH SUPERMARKET,5661 Steeles Ave E None M1V 5P6,likely_not_restaurant
10830395.0,FIELD TO FORKS,314 Queen St E None M5A 1S8,ambiguous
10812085.0,FIELDSTONE COMMONS COMMUNITY,1000 Ellesmere Rd None M1P 5G2,ambiguous
10817626.0,FIFTYLAN,"4750 YONGE ST, Unit-105 None M2N 5M6",ambiguous
10845386.0,FIFTYLAN,112 Dundas St W Bldg-1 M5G 1C3,ambiguous
10859916.0,FIFTYLAN,311 Queen St W None M5V 2A4,ambiguous
10841496.0,FIIZ DRINKS,"900 DUFFERIN ST, Unit-K1 None M6H 4A9",ambiguous
10848798.0,FIL-EURO BAKERY,"2348 DUFFERIN ST, Unit-1 None M6E 3S4",likely_restaurant
10852013.0,FINCH AVE COMMUNITY CENTRE ORG,2450 Finch Ave W Unit-2 M9M 2E9,likely_not_restaurant
10821525.0,FINCH PARTY HOUSE,2450 Finch Ave W Unit-2 M9M 2E9,ambiguous
10772635.0,FINCH REACTIVATION CARE CENTRE,555 Finch Ave W None M2R 1N5,ambiguous
10792895.0,FINE ARTISANAL WINES & FOOD,226 Christie St None M6G 3B7,ambiguous
10841851.0,FINGER LICKING CARIBBEAN KITCHEN,2179 LAWRENCE AVE E None M1P 2P5,likely_restaurant
10809263.0,FIRECRACKER PEPPER SAUCE / FIRECRACKER RESTAURANT,"1485 DUPONT ST, Unit-113 None M6P 3S2",likely_restaurant
10804474.0,FIREFLY BURGER,355 1/2 Yonge St Bldg-- M5B 1S1,likely_restaurant
10801791.0,FIREHOUSE SUBS,3300 Dufferin St Unit-B M6A 2T5,likely_restaurant
10810265.0,FIREHOUSE SUBS,31 Rexdale Blvd Unit-C3004 M9W 1P1,likely_restaurant
10826908.0,FIREHOUSE SUBS,410 Bathurst St None M5T 2S6,likely_restaurant
10829948.0,FIREHOUSE SUBS,1221 King St W None M6K 1G3,likely_restaurant
10839965.0,FIREHOUSE SUBS,525 University Ave Bldg-R2-2 M5G 2L3,likely_restaurant
10841423.0,FIREHOUSE SUBS,513 Yonge St Unit-4 M4Y 1Y3,likely_restaurant
10843909.0,FIREHOUSE SUBS,333 King St E Unit-160 M5A 3X5,likely_restaurant
10855577.0,FIREHOUSE SUBS,4700 Keele St Unit-27 M3J 1P3,likely_restaurant
10773379.0,FIRESIDE FUSION JAMAICAN CUISINE,1260 Kennedy Rd Unit-2 M1P 2L3,likely_restaurant
10735639.0,FIRGROVE LEARNING AND INNOVATION COMMUNITY CENTRE -FOOD BANK,5 NEEDLE FIRWAY None M3N 2B9,likely_not_restaurant
10285627.0,FIRGROVE SATELLITE CHILD CARE,270 Firgrove Cres None M3N 1K8,likely_not_restaurant
10777702.0,FIRST HUNGARIAN PRESBYTERIAN CHURCH,95 Jonesville Cres Flr-1 M4A 1H2,likely_not_restaurant
10853583.0,FISH & CHICKS & CHIPS,1310 ST CLAIR AVE W None M6E 1C1,ambiguous
10800014.0,FISH BAR & RESTAURANT,10 Mimico Ave Bldg-- M8V 1R1,likely_restaurant
10784334.0,FISHERFOLK,"90 NORTHLINE RD, Unit-7B None M4B 3E5",ambiguous
10775596.0,FISHERVILLE SENIOR PUBLIC SCHOOL,425 Patricia Ave None M2R 2N1,likely_not_restaurant
10842413.0,FITBITE,89 RONCESVALLES AVE None M6R 2K6,ambiguous
10853804.0,FITCAKE,3367 Bloor St W None M8X 1G2,ambiguous
10808845.0,FIX COFFEE + BIKES,486 Front St W Unit-UG28 M5V 0V2,likely_restaurant
10794644.0,FIYU FOOD TRUCK,44 ST GEORGE ST None M5S 2E4,ambiguous
10803222.0,FLAKY FEAST CAFE,1681 Eglinton Ave E None M4A 1J6,likely_restaurant
10854875.0,FLAMIN' FROST,2830 Victoria Park Ave None M2J 4A8,ambiguous
10835148.0,FLAMING KITCHEN,472 Yonge St None M4Y 1X5,likely_restaurant
10820220.0,FLAMING NOODLES,373 SPADINA AVE None M5T 2G3,likely_restaurant
10831925.0,FLAVA FLAMEZ JAMAICAN RESTAURANT,"2400 FINCH AVE W, Unit-2A None M9M 2C8",likely_restaurant
10857817.0,SATVIC TEA CO,"105 VANDERHOOF AVE, Unit-8 None M4G 2H7",likely_restaurant
10799404.0,FLAVOUR HOUSE RESTAURANT,80 Nashdene Rd Unit-78D M1V 5E4,likely_restaurant
9005515.0,FLEMINGTON PUBLIC SCHOOL - SNP,10 Flemington Rd None M6A 2N4,likely_not_restaurant
10814294.0,FLIPPER'S,31 Elm St Bldg-1 M5G 1H1,ambiguous
10814932.0,FLOR DOIS BISTRO,722 College St None M6G 1C4,likely_restaurant
10779364.0,FLORETTE,1168 Queen St W None M6J 1J5,ambiguous
10844989.0,FLORIN TRATTORIA,80 Richmond St W None M5H 2A4,ambiguous
10815725.0,FLYING SQUIRREL MOTORCYCLE CAFE,1347 Queen St E None M4L 1C6,likely_restaurant
10787312.0,FOLURA BASHARDOST,4630 SHEPPARD AVE E None M1S 3V5,ambiguous
10782569.0,FOOD DUDES,24 Carlaw Ave None M4M 2R7,ambiguous
10852675.0,FOOD FOR NOW,2445 Lake Shore Blvd W None M8V 1C5,ambiguous
10772899.0,FOOD HALL,1 Bridgepoint Dr None M4M 2B5,ambiguous
10795724.0,FOOD MANTRA,3583 Lake Shore Blvd W None M8W 1P5,ambiguous
